Z	charge	l	mult	term	parent	language	n_lo	n_hi	members_stored	members_found	count_match	delta_stored	delta_median	delta_mean	delta_asym	spread	bracketed	asym_bracketed	delta_status	refusal
54	1	1	2	2[5/2]	2P*<3/2>	jK	6	20	25	25	yes	3.55895	3.55895	3.56500	3.55323	0.10399	1	no	usable	
54	1	1	2	2[3/2]	2P*<3/2>	jK	6	20	22	22	yes	3.51029	3.51029	3.51848	3.49413	0.09485	0	no	usable	
54	1	2	2	2[1/2]*	2P*<3/2>	jK	5	20	32	32	yes	2.53195	2.53195	2.52826	2.54531	0.17268	0	no	usable	
54	1	2	2	2[7/2]*	2P*<3/2>	jK	5	20	32	32	yes	2.47536	2.47536	2.46426	2.48027	0.10491	0	no	usable	
54	1	2	2	2[3/2]*	2P*<3/2>	jK	5	20	32	32	yes	2.36861	2.36861	2.33182	2.47211	0.43609	0	no	usable	
54	1	2	2	2[5/2]*	2P*<3/2>	jK	5	20	32	32	yes	2.38184	2.38184	2.38845	2.41109	0.09501	0	no	usable	
54	1	1	2	2[3/2]	2P*<1/2>	jK	6	7	4	4	yes	3.60697	3.60697	3.60911	3.60411	0.09173	0	no	usable	
54	1	1	2	2[1/2]	2P*<1/2>	jK	6	7	3	3	yes	3.56826	3.56826	3.57867	3.56826	0.03735	0	no	usable	
54	1	3	2	2[3/2]	2P*<3/2>	jK	4	20	33	33	yes	0.05046	0.05046	0.05024	0.05607	0.02474	0	no	usable	
54	1	3	2	2[9/2]	2P*<3/2>	jK	4	11	15	16	no	0.04200	0.04229	0.04122	0.04617	0.01341	0	no	usable	
54	1	3	2	2[5/2]	2P*<3/2>	jK	4	19	24	24	yes	0.02709	0.02709	0.02612	0.01893	0.01349	0	no	usable	
54	1	3	2	2[7/2]	2P*<3/2>	jK	4	13	15	16	no	0.01741	0.01790	0.01668	0.02054	0.01150	0	no	usable	
54	1	2	2	2[3/2]*	2P*<1/2>	jK	5	20	17	17	yes	2.28287	2.28287	2.29233	2.28045	0.18092	0	no	usable	
54	1	3	2	2[5/2]	2P*<1/2>	jK	4	8	7	10	no	0.02999	0.03353	0.03263	0.03951	0.01554	0	no	usable	
54	1	3	2	2[7/2]	2P*<1/2>	jK	4	8	5	10	no	0.03353	0.03353	0.03294	0.03951	0.01425	0	no	usable	
39	1	0	4	a 4F	3F	LS	5	5	4	4	yes	3.32187	3.32187	3.32124	3.32703	0.01283	0	no	void — limit is not this parent's core	
39	1	1	4	z 4F*	3D	LS	5	5	4	4	yes	3.22078	3.22078	3.21924	3.23427	0.03315	0	no	void — limit is not this parent's core	
39	1	0	4	a 4P	3P	LS	5	5	3	3	yes	3.22466	3.22466	3.22431	3.22739	0.00650	0	no	void — limit is not this parent's core	
39	1	1	4	z 4D*	3D	LS	5	5	4	4	yes	3.18844	3.18844	3.18747	3.19574	0.01848	0	no	void — limit is not this parent's core	
39	1	1	4	z 4P*	3D	LS	5	5	3	3	yes	3.12211	3.12211	3.12141	3.12365	0.00519	0	no	void — limit is not this parent's core	
39	1	1	4	z 4G*	3F	LS	5	5	4	4	yes	2.71230	2.71230	2.70982	2.73824	0.06182	0	no	void — limit is not this parent's core	
39	1	2	4	b 4F		LS	4	4	4	0	no									outer_occupancy_gt_1
39	1	1	4	y 4F*	3F	LS	5	5	4	4	yes	2.55459	2.55459	2.55265	2.57347	0.04549	0	no	void — limit is not this parent's core	
39	1	2	4	b 4P		LS	4	4	3	0	no									outer_occupancy_gt_1
39	1	2	2	2D		LS	4	4	4	4	yes	1.26726	1.42017	1.42382	1.45309	0.05126	0	no	usable	
39	1	0	4	e 4D	3D	LS	6	6	4	4	yes	3.44579	3.44579	3.44084	3.45910	0.04641	0	no	void — limit is not this parent's core	
39	1	1	4	y 4D*	3F	LS	5	5	4	4	yes	2.44682	2.44682	2.44281	2.45408	0.03054	0	no	void — limit is not this parent's core	
39	1	0	4	e 4P	3P	LS	5	5	3	3	yes	2.38027	2.38027	2.37672	2.40005	0.05023	0	no	void — limit is not this parent's core	
39	1	1	4	x 4D*	3P	LS	5	5	4	4	yes	2.22069	2.22069	2.21637	2.24560	0.06710	0	no	void — limit is not this parent's core	
39	1	1	4	y 4P*	3P	LS	5	5	3	3	yes	2.09430	2.09430	2.08590	2.10642	0.04944	0	no	void — limit is not this parent's core	
39	1	2	4	f 4D	3D	LS	5	5	4	4	yes	1.91573	1.91573	1.91167	1.93426	0.05330	0	no	void — limit is not this parent's core	
39	1	1	4	4D*	3D	LS	6	6	4	4	yes	2.90184	2.90184	2.89398	2.93382	0.09542	0	no	void — limit is not this parent's core	
39	1	2	4	e 4G	3D	LS	5	5	4	4	yes	1.88225	1.88225	1.87679	1.91229	0.08193	0	no	void — limit is not this parent's core	
39	1	1	4	4F*	3D	LS	6	6	3	3	yes	2.89064	2.89064	2.87567	2.90366	0.07096	0	no	void — limit is not this parent's core	
39	1	1	4	4P*	3D	LS	6	6	3	3	yes	2.80163	2.80163	2.79315	2.82329	0.06877	0	no	void — limit is not this parent's core	
39	1	2	4	e 4F	3D	LS	5	5	4	4	yes	1.76463	1.76463	1.76347	1.79743	0.07022	0	no	void — limit is not this parent's core	
39	1	2	4	f 4P	3D	LS	5	5	3	3	yes	1.63487	1.63487	1.64082	1.66355	0.03949	0	no	void — limit is not this parent's core	
39	1	0	4	4F	3F	LS	6	6	4	4	yes	2.24277	2.24277	2.23095	2.30530	0.17234	0	no	void — limit is not this parent's core	
39	1	2	4	4F	3P	LS	4	4	4	4	yes	-0.07120	-0.07120	-0.09509	0.05464	0.34724	0	no	void — limit is not this parent's core	
39	1	2	4	h 4D	3P	LS	4	4	4	4	yes	-0.56544	-0.56544	-0.57895	-0.47265	0.23960	0	no	void — limit is not this parent's core	
70	1	0	1	1S		LS	6	8	3	2	no	4.40762	4.39814	4.39814	4.40762	0.01896	0	no	usable	
70	1	1	3	3P*		LS	6	9	12	12	yes	3.98846	3.98846	4.01998	3.98559	0.25669	0	no	usable	
70	1	0	0	(7/2,3/2)*	2F*<7/2>	jj	6	6	4	0	no									outer_occupancy_gt_1
70	1	0	3	3D		LS	6	6	3	3	yes	3.93327	3.93327	3.92970	3.94376	0.03169	0	no	usable	
70	1	1	1	1P*		LS	6	9	4	4	yes	3.83838	3.83838	3.81608	3.80932	0.25327	0	no	usable	
70	1	0	0	(7/2,5/2)*	2F*<7/2>	jj	6	6	6	0	no									outer_occupancy_gt_1
70	1	0	3	3S		LS	7	13	7	7	yes	4.45272	4.45272	4.46313	4.44613	0.06733	0	no	usable	
70	1	1	0	(7/2,3/2)	2F*<7/2>	jj	6	6	4	4	yes	4.26263	4.26263	4.26120	4.27036	0.02118	0	no	usable	
70	1	2	3	3D		LS	6	8	9	9	yes	2.76365	2.76365	2.76260	2.76108	0.05015	0	no	usable	
70	1	1	0	(7/2,3/2)	4F*<3/2>	jj	6	6	5	0	no									no_outer_electron
70	1	1	0		4F*<5/2>	LS	6	6	7	0	no									no_outer_electron
70	1	1	3	3P		LS	6	6	3	0	no									outer_occupancy_gt_1
70	1	3	3	3F*		LS	5	7	3	3	yes	1.05460	1.05460	1.05466	1.06611	0.02285	0	no	usable	
70	1	1	0	(5/2,3/2)	2F*<5/2>	jj	6	6	3	3	yes	1.28949	1.28949	1.31465	1.57667	0.49886	0	no	void — limit is not this parent's core	
70	1	1	0		2D*<5/2>	LS	6	6	3	0	no									no_outer_electron
70	1	1	0	(7/2,7/2)	4F*<7/2>	jj	6	6	5	0	no									no_outer_electron
70	1	1	0	(1/2,1/2)*	2S<1/2>	jj	10	25	15	15	yes	3.99911	3.99911	3.99976	4.03634	0.14700	0	no	usable	
70	1	1	0	(1/2,3/2)*	2S<1/2>	jj	10	48	40	40	yes	3.98579	3.98579	4.08898	4.62962	0.84355	0	no	usable	
70	1	1	0		4F*<9/2>	LS	6	6	3	0	no									no_outer_electron
40	1	0	3	a 3F		LS	5	5	3	0	no									outer_occupancy_gt_1
40	1	0	3	a 3P		LS	5	5	3	0	no									outer_occupancy_gt_1
40	1	0	5	a 5F	4F	LS	5	5	5	5	yes	3.49205	3.49205	3.49099	3.49793	0.01598	0	no	usable	
40	1	0	5	a 5P	4P	LS	5	5	3	3	yes	3.39296	3.39296	3.39226	3.39544	0.00707	0	no	void — limit is not this parent's core	
40	1	0	3	b 3F	4F	LS	5	5	3	3	yes	3.37489	3.37489	3.37440	3.38103	0.01374	0	no	usable	
40	1	0	3	a 3G	2G	LS	5	5	3	3	yes	3.35893	3.35893	3.36057	3.36409	0.00540	0	no	void — limit is not this parent's core	
40	1	0	3	a 3D	b_2D	LS	5	5	3	3	yes	3.32598	3.32598	3.32509	3.33079	0.01230	0	no	void — limit is not this parent's core	
40	1	1	5	z 5G*		LS	5	5	5	6	no	3.29587	3.28907	3.23949	3.31661	0.34863	0	no	usable	
40	1	0	3	a 3H	2H	LS	5	5	3	3	yes	3.31214	3.31214	3.31261	3.31644	0.00719	0	no	void — limit is not this parent's core	
40	1	0	3	b 3P	4P	LS	5	5	3	3	yes	3.29108	3.29108	3.28887	3.29803	0.02054	0	no	void — limit is not this parent's core	
40	1	1	5	z 5F*		LS	5	5	4	5	no	3.26050	3.25615	3.25471	3.27130	0.03618	0	no	usable	
40	1	0	3	c 3P	2P	LS	5	5	3	3	yes	3.26287	3.26287	3.26210	3.26484	0.00626	0	no	void — limit is not this parent's core	
40	1	1	3	z 3D*		LS	5	5	3	3	yes	3.24662	3.24662	3.24618	3.25597	0.02001	0	no	usable	
40	1	1	5	z 5D*		LS	5	5	3	5	no	3.21423	3.20830	3.20700	3.21734	0.02255	0	no	usable	
40	1	1	3	z 3P*		LS	5	5	3	3	yes	3.17758	3.17758	3.17922	3.18396	0.00783	0	no	usable	
40	1	2	5	a 5D		LS	4	4	5	0	no									outer_occupancy_gt_1
40	1	1	3	z 3G*		LS	5	5	3	3	yes	3.12948	3.12948	3.12818	3.13821	0.02137	0	no	usable	
40	1	1	3	y 3D*		LS	5	5	3	3	yes	3.09340	3.09340	3.09293	3.10284	0.02030	0	no	usable	
40	1	1	5	y 5D*		LS	5	5	5	5	yes	3.08803	3.08803	3.08353	3.09961	0.04047	0	no	usable	
40	1	1	3	y 3F*		LS	5	5	3	3	yes	3.08458	3.08458	3.08049	3.08555	0.01420	0	no	usable	
40	1	1	5	z 5P*		LS	5	5	3	3	yes	3.01541	3.01541	3.01424	3.02095	0.01458	0	no	usable	
40	1	1	5	y 5G*		LS	5	5	3	5	no	3.00371	2.99013	2.98823	3.01596	0.05890	0	no	usable	
40	1	1	3	y 3G*		LS	5	5	3	3	yes	3.00226	3.00226	3.00047	3.01241	0.02567	0	no	usable	
40	1	1	3	x 3F*	a_2D	LS	5	5	3	3	yes	2.98637	2.98637	2.98484	3.00044	0.03272	0	no	void — limit is not this parent's core	
40	1	1	3	x 3D*		LS	5	5	3	3	yes	2.98214	2.98214	2.98009	2.99706	0.03599	0	no	usable	
40	1	1	3	w 3D*		LS	5	5	3	3	yes	2.96066	2.96066	2.95878	2.96909	0.02250	0	no	usable	
40	1	1	3	y 3P*		LS	5	5	3	3	yes	2.94192	2.94192	2.94132	2.94302	0.00401	0	no	usable	
40	1	1	3	z 3H*		LS	5	5	3	3	yes	2.91719	2.91719	2.91581	2.92957	0.02892	0	no	usable	
40	1	1	3	x 3G*	a_2F	LS	5	5	3	3	yes	2.89468	2.89468	2.89593	2.90922	0.02533	0	no	void — limit is not this parent's core	
40	1	1	5	y 5F*		LS	5	5	3	5	no	2.90123	2.89177	2.88791	2.90744	0.04698	0	no	usable	
40	1	1	3	x 3P*		LS	5	5	3	3	yes	2.89638	2.89638	2.89462	2.89964	0.01179	0	no	usable	
40	1	1	3	v 3D*		LS	5	5	3	3	yes	2.88146	2.88146	2.88199	2.89252	0.02052	0	no	usable	
40	1	1	5	x 5D*		LS	5	5	3	5	no	2.85411	2.84640	2.84311	2.85811	0.03657	0	no	usable	
40	1	1	3	w 3G*		LS	5	5	3	3	yes	2.75707	2.75707	2.75533	2.77574	0.04257	0	no	usable	
40	1	1	3	u 3F*		LS	5	5	3	3	yes	2.66270	2.66270	2.66492	2.67748	0.02290	0	no	usable	
40	1	1	5	w 5D*		LS	5	5	5	5	yes	2.65027	2.65027	2.64450	2.66681	0.05625	0	no	usable	
40	1	1	3	u 3D*		LS	5	5	3	3	yes	2.64245	2.64245	2.63827	2.65883	0.04531	0	no	usable	
40	1	1	3	y 3H*		LS	5	5	3	3	yes	2.58412	2.58412	2.58019	2.60036	0.04429	0	no	usable	
40	1	1	5	y 5P*		LS	5	5	3	3	yes	2.58054	2.58054	2.57645	2.58982	0.03081	0	no	usable	
40	1	1	3	w 3P*		LS	5	5	3	3	yes	2.55137	2.55137	2.55038	2.56533	0.03091	1	yes	usable	
40	1	0	5	e 5F	4F	LS	6	6	5	5	yes	3.53307	3.53307	3.52453	3.56191	0.09164	0	no	usable	
40	1	1	3	t 3F*		LS	5	5	3	3	yes	2.51021	2.51021	2.51233	2.53044	0.03410	0	no	usable	
40	1	1	3	z 3I*		LS	5	5	3	3	yes	2.48543	2.48543	2.49376	2.51190	0.02793	0	no	usable	
40	1	1	3	t 3D*		LS	5	5	3	3	yes	2.48052	2.48052	2.48101	2.48743	0.01236	0	no	usable	
40	1	1	3	x 3H*		LS	5	5	3	3	yes	2.45176	2.45176	2.44614	2.45259	0.01851	0	no	usable	
40	1	1	3	v 3G*		LS	5	5	3	3	yes	2.40360	2.40360	2.40598	2.42626	0.03817	0	no	usable	
40	1	1	3	s 3F*		LS	5	5	3	3	yes	2.38430	2.38430	2.38099	2.41202	0.06538	0	no	usable	
40	1	0	3	e 3F	4F	LS	6	6	3	3	yes	3.36516	3.36516	3.36046	3.38506	0.05388	0	no	usable	
40	1	1	3	s 3D*		LS	5	5	3	3	yes	2.31141	2.31141	2.30982	2.31635	0.01466	0	no	usable	
40	1	1	3	r 3F*		LS	5	5	3	3	yes	2.26087	2.26087	2.26130	2.28997	0.05692	0	no	usable	
40	1	1	3	u 3G*		LS	6	6	3	3	yes	3.15667	3.15667	3.16649	3.21208	0.08134	0	no	usable	
40	1	2	5	e 5H	4F	LS	5	5	4	4	yes	2.03205	2.03205	2.03020	2.15640	0.25613	0	no	usable	
40	1	1	3	t 3P*		LS	5	5	3	3	yes	2.04108	2.04108	2.02420	2.09142	0.15132	0	no	usable	
40	1	0	5	f 5F	4F	LS	6	6	3	3	yes	3.05564	3.05564	3.05459	3.07821	0.04829	0	no	usable	
40	1	2	5	e 5G	4F	LS	5	5	5	5	yes	2.01654	2.01654	2.00743	2.07738	0.15749	0	no	usable	
40	1	1	3	t 3G*		LS	6	6	3	3	yes	2.87478	2.87478	2.80157	2.89813	0.26634	0	no	usable	
40	1	1	3	q 3D*		LS	5	5	3	3	yes	1.85211	1.85211	1.84077	1.87138	0.07255	0	no	usable	
40	1	1	3	q 3F*		LS	6	6	3	3	yes	2.72633	2.72633	2.75470	2.81267	0.08758	0	no	usable	
40	1	1	3	p 3D*		LS	6	6	3	3	yes	2.27773	2.27773	2.28205	2.31985	0.07128	0	no	usable	
40	1	1	5	f 5G		LS	5	5	5	0	no									outer_occupancy_gt_1
40	1	1	3	o 3D*		LS	7	7	3	3	yes	2.48124	2.48124	2.44184	2.62846	0.41266	0	no	usable	
