Z	charge	l	mult	delta	grade	source	B	witness	bound	tier
22	0	2	3	0.65161	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 3F2 [] n=3-3	0.00701	witnessed	3 members; limit 55072.5	A
22	0	2	3	0.63818	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 3H [] n=3-3	0.00744	witnessed	3 members; limit 55072.5	A
22	0	1	3	1.62855	measured	NIST ASD fetched 2026-08-14 (session 1.8); series y 3H* [2G] n=4-4	0.01406	witnessed	3 members; limit 55072.5	A
22	0	1	5	1.62749	measured	NIST ASD fetched 2026-08-14 (session 1.8); series w 5D* [4P] n=4-4	0.01552	witnessed	5 members; limit 55072.5	A
22	0	0	5	2.59523	measured	NIST ASD fetched 2026-08-14 (session 1.8); series e 5F [4F] n=5-5	0.02497	witnessed	5 members; limit 55072.5	A
22	0	2	3	0.59297	measured	NIST ASD fetched 2026-08-14 (session 1.8); series b 3G [] n=3-3	0.00860	witnessed	3 members; limit 55072.5	A
22	0	1	5	1.57961	measured	NIST ASD fetched 2026-08-14 (session 1.8); series y 5P* [4P] n=4-4	0.00751	witnessed	3 members; limit 55072.5	A
22	0	1	3	1.52398	measured	NIST ASD fetched 2026-08-14 (session 1.8); series w 3P* [2D2] n=4-4	0.01630	witnessed	3 members; limit 55072.5	A
22	0	0	3	2.48959	measured	NIST ASD fetched 2026-08-14 (session 1.8); series e 3F [4F] n=5-5	0.02065	witnessed	3 members; limit 55072.5	A
22	0	1	3	1.49262	measured	NIST ASD fetched 2026-08-14 (session 1.8); series v 3G* [2G] n=4-4	0.00972	witnessed	3 members; limit 55072.5	A
22	0	1	3	1.48352	measured	NIST ASD fetched 2026-08-14 (session 1.8); series u 3F* [2D2] n=4-4	0.01437	witnessed	3 members; limit 55072.5	A
22	0	1	3	1.46646	measured	NIST ASD fetched 2026-08-14 (session 1.8); series u 3D* [1P*] n=4-4	0.02286	witnessed	3 members; limit 55072.5	A
22	0	1	3	1.42331	measured	NIST ASD fetched 2026-08-14 (session 1.8); series t 3F* [2G] n=4-4	0.01713	witnessed	3 members; limit 55072.5	A
22	0	2	3	0.42857	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 3D [] n=3-3	0.00044	witnessed	3 members; limit 55072.5	A
22	0	1	3	1.41355	measured	NIST ASD fetched 2026-08-14 (session 1.8); series z 3I* [2H] n=4-4	0.01634	witnessed	3 members; limit 55072.5	A
22	0	1	3	1.41110	measured	NIST ASD fetched 2026-08-14 (session 1.8); series t 3D* [2P] n=4-4	0.00877	witnessed	3 members; limit 55072.5	A
22	0	0	5	2.36944	measured	NIST ASD fetched 2026-08-14 (session 1.8); series f 5F [4F] n=5-5	0.02547	witnessed	5 members; limit 55072.5	A
22	0	1	3	1.37459	measured	NIST ASD fetched 2026-08-14 (session 1.8); series x 3H* [2H] n=4-4	0.00679	witnessed	3 members; limit 55072.5	A
22	0	0	3	2.33332	measured	NIST ASD fetched 2026-08-14 (session 1.8); series f 3F [4F] n=5-5	0.02241	witnessed	3 members; limit 55072.5	A
22	0	1	3	1.32943	measured	NIST ASD fetched 2026-08-14 (session 1.8); series s 3D* [2D2] n=4-4	0.00463	witnessed	3 members; limit 55072.5	A
22	0	1	3	1.26666	measured	NIST ASD fetched 2026-08-14 (session 1.8); series v 3P* [] n=4-4	0.00910	witnessed	3 members; limit 55072.5	A
22	0	1	3	1.23965	measured	NIST ASD fetched 2026-08-14 (session 1.8); series r 3D* [4P] n=4-4	0.02770	witnessed	3 members; limit 55072.5	A
22	0	1	3	1.18183	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 3G* [2H] n=4-4	0.01749	witnessed	3 members; limit 55072.5	A
22	0	1	3	1.16098	measured	NIST ASD fetched 2026-08-14 (session 1.8); series s 3F* [] n=4-4	0.02995	witnessed	3 members; limit 55072.5	A
22	0	1	5	1.98471	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 5G* [4F] n=5-5	0.30470	witnessed	10 members; limit 55072.5	C
22	0	2	5	1.12256	measured	NIST ASD fetched 2026-08-14 (session 1.8); series e 5G [4F] n=4-4	0.03326	witnessed	5 members; limit 55072.5	A
22	0	2	5	1.10069	measured	NIST ASD fetched 2026-08-14 (session 1.8); series e 5H [4F] n=4-4	0.04243	witnessed	5 members; limit 55072.5	A
22	0	1	5	1.95144	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 5F* [4F] n=5-5	0.33700	witnessed	10 members; limit 55072.5	C
22	0	2	3	1.10541	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 3G [4F] n=4-4	0.03353	witnessed	3 members; limit 55072.5	A
22	0	2	5	1.10728	measured	NIST ASD fetched 2026-08-14 (session 1.8); series e 5D [4F] n=4-4	0.03483	witnessed	5 members; limit 55072.5	A
22	0	2	3	1.10396	measured	NIST ASD fetched 2026-08-14 (session 1.8); series g 3F [4F] n=4-4	0.02603	witnessed	3 members; limit 55072.5	A
22	0	1	3	1.10889	measured	NIST ASD fetched 2026-08-14 (session 1.8); series u 3P* [2P] n=4-4	0.00339	witnessed	3 members; limit 55072.5	A
22	0	1	3	1.07950	measured	NIST ASD fetched 2026-08-14 (session 1.8); series q 3D* [] n=4-4	0.01877	witnessed	3 members; limit 55072.5	A
22	0	1	5	1.92652	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 5D* [4F] n=5-5	0.31925	witnessed	10 members; limit 55072.5	C
22	0	2	3	1.06101	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 3H [4F] n=4-4	0.03652	witnessed	3 members; limit 55072.5	A
22	0	2	5	1.01896	measured	NIST ASD fetched 2026-08-14 (session 1.8); series e 5P [4F] n=4-4	0.02989	witnessed	3 members; limit 55072.5	A
22	0	2	3	1.01337	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 3D [4F] n=4-4	0.03062	witnessed	3 members; limit 55072.5	A
22	0	2	3	-0.01067	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 3F1 [] n=3-3	0.00653	witnessed	3 members; limit 55072.5	A
22	0	2	5	0.96640	measured	NIST ASD fetched 2026-08-14 (session 1.8); series g 5F [4F] n=4-4	0.03783	witnessed	5 members; limit 55072.5	A
22	0	1	3	1.90949	measured	NIST ASD fetched 2026-08-14 (session 1.8); series r 3F* [4F] n=5-5	0.03740	witnessed	3 members; limit 55072.5	A
22	0	2	5	0.89381	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 5G [4F] n=4-4	0.04064	witnessed	5 members; limit 55072.5	A
22	0	2	5	0.85591	measured	NIST ASD fetched 2026-08-14 (session 1.8); series f 5H [4F] n=4-4	0.04130	witnessed	5 members; limit 55072.5	A
22	0	2	5	0.86160	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 5F [4F] n=4-5	0.10013	witnessed	10 members; limit 55072.5	B
22	0	1	3	1.84048	measured	NIST ASD fetched 2026-08-14 (session 1.8); series o 3D* [4F] n=5-5	0.03719	witnessed	3 members; limit 55072.5	A
22	0	1	3	1.74806	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 3G* [4F] n=5-5	0.16545	witnessed	6 members; limit 55072.5	B
22	0	1	3	1.71185	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 3F* [4F] n=5-5	0.03350	witnessed	3 members; limit 55072.5	A
22	0	1	3	1.68877	measured	NIST ASD fetched 2026-08-14 (session 1.8); series n 3D* [4F] n=5-5	0.03983	witnessed	3 members; limit 55072.5	A
22	0	1	3	0.68437	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 3P* [2P] n=4-4	0.02284	witnessed	3 members; limit 55072.5	A
22	0	0	3	1.68324	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 3D [2D] n=5-5	0.00152	witnessed	3 members; limit 55072.5	A
22	0	2	3	0.61440	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 3G [2F] n=4-4	0.04019	witnessed	3 members; limit 55072.5	A
22	0	2	3	0.55381	measured	NIST ASD fetched 2026-08-14 (session 1.8); series f 3H [2F] n=4-4	0.04456	witnessed	3 members; limit 55072.5	A
22	0	0	5	2.54244	measured	NIST ASD fetched 2026-08-14 (session 1.8); series h 5F [4F] n=6-6	0.07490	witnessed	5 members; limit 55072.5	B
22	0	2	3	0.55284	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 3F [2F] n=4-4	0.02877	witnessed	3 members; limit 55072.5	A
22	0	1	3	0.58316	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 3G* [2F] n=4-5	0.59277	witnessed	6 members; limit 55072.5	C
22	0	1	5	0.28069	measured	NIST ASD fetched 2026-08-14 (session 1.8); series g 5G [] n=4-4	0.11919	witnessed	5 members; limit 55072.5	B
22	0	1	3	0.24691	measured	NIST ASD fetched 2026-08-14 (session 1.8); series p 3F* [2F] n=4-4	0.06696	witnessed	3 members; limit 55072.5	B
22	0	2	5	1.06254	measured	NIST ASD fetched 2026-08-14 (session 1.8); series g 5H [4F] n=5-5	0.11898	witnessed	5 members; limit 55072.5	B
22	0	2	5	1.05593	measured	NIST ASD fetched 2026-08-14 (session 1.8); series h 5G [4F] n=5-5	0.10223	witnessed	5 members; limit 55072.5	B
22	0	3	2	-0.10613	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[7/2]* [4F<3/2>] n=4-4	0.33522	witnessed	4 members; limit 55072.5	C
22	0	3	2	-0.10477	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[9/2]* [4F<3/2>] n=4-4	0.32589	witnessed	4 members; limit 55072.5	C
22	0	3	2	0.05803	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[5/2]* [4F<3/2>] n=4-4	0.32818	witnessed	3 members; limit 55072.5	C
22	0	1	5	0.00149	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 5F [] n=4-4	0.12178	witnessed	5 members; limit 55072.5	B
22	0	3	2	-0.13336	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[5/2]* [4F<5/2>] n=4-4	0.33214	witnessed	4 members; limit 55072.5	C
22	0	3	2	-0.13319	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[9/2]* [4F<5/2>] n=4-4	0.33342	witnessed	4 members; limit 55072.5	C
22	0	3	2	-0.13143	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[7/2]* [4F<5/2>] n=4-4	0.33187	witnessed	4 members; limit 55072.5	C
22	0	3	2	0.03155	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[11/2]* [4F<5/2>] n=4-4	0.32900	witnessed	3 members; limit 55072.5	C
22	0	3	2	0.03004	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[3/2]* [4F<5/2>] n=4-4	0.32677	witnessed	3 members; limit 55072.5	C
22	0	3	2	-0.17198	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[9/2]* [4F<7/2>] n=4-4	0.33551	witnessed	4 members; limit 55072.5	C
22	0	3	2	-0.17134	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[11/2]* [4F<7/2>] n=4-4	0.33544	witnessed	4 members; limit 55072.5	C
22	0	3	2	-0.17161	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[7/2]* [4F<7/2>] n=4-4	0.33307	witnessed	4 members; limit 55072.5	C
22	0	3	2	-0.00788	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[13/2]* [4F<7/2>] n=4-4	0.32838	witnessed	3 members; limit 55072.5	C
22	0	3	2	-0.00789	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[5/2]* [4F<7/2>] n=4-4	0.32896	witnessed	3 members; limit 55072.5	C
22	0	3	2	-0.22056	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[13/2]* [4F<9/2>] n=4-4	0.33424	witnessed	4 members; limit 55072.5	C
22	0	3	2	-0.22246	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[11/2]* [4F<9/2>] n=4-4	0.33687	witnessed	4 members; limit 55072.5	C
22	0	3	2	-0.22105	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[9/2]* [4F<9/2>] n=4-4	0.33158	witnessed	4 members; limit 55072.5	C
22	0	3	2	-0.21788	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[15/2]* [4F<9/2>] n=4-4	0.32749	witnessed	4 members; limit 55072.5	C
22	0	3	2	-0.22052	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[7/2]* [4F<9/2>] n=4-4	0.32478	witnessed	4 members; limit 55072.5	C
22	0	1	3	0.87298	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 3F* [2F] n=5-5	0.10026	witnessed	3 members; limit 55072.5	B
22	0	1	3	-0.15788	measured	NIST ASD fetched 2026-08-14 (session 1.8); series e 3D [] n=4-4	0.03831	witnessed	3 members; limit 55072.5	A
22	0	1	5	-0.22157	measured	NIST ASD fetched 2026-08-14 (session 1.8); series h 5D [] n=4-4	0.08035	witnessed	5 members; limit 55072.5	B
22	0	1	3	0.71375	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 3D* [2F] n=5-5	0.02522	witnessed	3 members; limit 55072.5	A
81	0	1	2	4.22722	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2P* [] n=6-16	0.34257	witnessed	18 members; limit 49266.66	C
81	0	0	2	4.75066	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2S [] n=7-20	0.07830	witnessed	14 members; limit 49266.66	B
81	0	2	2	3.11838	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2D [] n=6-23	0.09181	witnessed	24 members; limit 49266.66	B
81	0	3	2	1.03131	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2F* [] n=5-8	0.00904	witnessed	4 members; limit 49266.66	A
54	0	0	2	4.02132	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[3/2]* [2P*<3/2>] n=6-20	0.11987	witnessed	30 members; limit 97833.787	B
54	0	0	2	4.01526	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[1/2]* [2P*<1/2>] n=6-20	0.14172	witnessed	17 members; limit 108370.8	B
54	0	1	2	3.50651	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[1/2] [2P*<3/2>] n=6-20	0.26181	witnessed	27 members; limit 97833.787	C
54	0	1	2	3.55895	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[5/2] [2P*<3/2>] n=6-20	0.10399	witnessed	25 members; limit 97833.787	B
54	0	1	2	3.51029	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[3/2] [2P*<3/2>] n=6-20	0.09485	witnessed	22 members; limit 97833.787	B
54	0	2	2	2.53195	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[1/2]* [2P*<3/2>] n=5-20	0.17268	witnessed	32 members; limit 97833.787	B
54	0	2	2	2.47536	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[7/2]* [2P*<3/2>] n=5-20	0.10491	witnessed	32 members; limit 97833.787	B
54	0	2	2	2.36861	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[3/2]* [2P*<3/2>] n=5-20	0.43609	witnessed	32 members; limit 97833.787	C
54	0	2	2	2.38184	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[5/2]* [2P*<3/2>] n=5-20	0.09501	witnessed	32 members; limit 97833.787	B
54	0	1	2	3.60697	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[3/2] [2P*<1/2>] n=6-7	0.09173	witnessed	4 members; limit 108370.8	B
54	0	1	2	3.56826	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[1/2] [2P*<1/2>] n=6-7	0.03735	witnessed	3 members; limit 108370.8	A
54	0	3	2	0.05046	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[3/2] [2P*<3/2>] n=4-20	0.02474	witnessed	33 members; limit 97833.787	A
54	0	3	2	0.04200	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[9/2] [2P*<3/2>] n=4-11	0.01341	witnessed	15 members; limit 97833.787	A
54	0	3	2	0.02709	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[5/2] [2P*<3/2>] n=4-19	0.01349	witnessed	24 members; limit 97833.787	A
54	0	3	2	0.01741	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[7/2] [2P*<3/2>] n=4-13	0.01150	witnessed	15 members; limit 97833.787	A
54	0	2	2	2.28287	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[3/2]* [2P*<1/2>] n=5-20	0.18092	witnessed	17 members; limit 108370.8	B
54	0	3	2	0.02999	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[5/2] [2P*<1/2>] n=4-8	0.01554	witnessed	7 members; limit 108370.8	A
54	0	3	2	0.03353	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2[7/2] [2P*<1/2>] n=4-8	0.01425	witnessed	5 members; limit 108370.8	A
39	0	0	4	3.32187	measured	NIST ASD fetched 2026-08-14 (session 1.8); series a 4F [3F] n=5-5	0.01283	witnessed	4 members; limit 50145.6	A
39	0	1	4	3.22078	measured	NIST ASD fetched 2026-08-14 (session 1.8); series z 4F* [3D] n=5-5	0.03315	witnessed	4 members; limit 50145.6	A
39	0	0	4	3.22466	measured	NIST ASD fetched 2026-08-14 (session 1.8); series a 4P [3P] n=5-5	0.00650	witnessed	3 members; limit 50145.6	A
39	0	1	4	3.18844	measured	NIST ASD fetched 2026-08-14 (session 1.8); series z 4D* [3D] n=5-5	0.01848	witnessed	4 members; limit 50145.6	A
39	0	1	4	3.12211	measured	NIST ASD fetched 2026-08-14 (session 1.8); series z 4P* [3D] n=5-5	0.00519	witnessed	3 members; limit 50145.6	A
39	0	1	4	2.71230	measured	NIST ASD fetched 2026-08-14 (session 1.8); series z 4G* [3F] n=5-5	0.06182	witnessed	4 members; limit 50145.6	B
39	0	2	4	1.69354	measured	NIST ASD fetched 2026-08-14 (session 1.8); series b 4F [] n=4-4	0.03200	witnessed	4 members; limit 50145.6	A
39	0	1	4	2.55459	measured	NIST ASD fetched 2026-08-14 (session 1.8); series y 4F* [3F] n=5-5	0.04549	witnessed	4 members; limit 50145.6	A
39	0	2	4	1.53463	measured	NIST ASD fetched 2026-08-14 (session 1.8); series b 4P [] n=4-4	0.02673	witnessed	3 members; limit 50145.6	A
39	0	2	2	1.26726	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 2D [] n=4-4	0.46264	witnessed	4 members; limit 50145.6	C
39	0	0	4	3.44579	measured	NIST ASD fetched 2026-08-14 (session 1.8); series e 4D [3D] n=6-6	0.04641	witnessed	4 members; limit 50145.6	A
39	0	1	4	2.44682	measured	NIST ASD fetched 2026-08-14 (session 1.8); series y 4D* [3F] n=5-5	0.03054	witnessed	4 members; limit 50145.6	A
39	0	0	4	2.38027	measured	NIST ASD fetched 2026-08-14 (session 1.8); series e 4P [3P] n=5-5	0.05023	witnessed	3 members; limit 50145.6	B
39	0	1	4	2.22069	measured	NIST ASD fetched 2026-08-14 (session 1.8); series x 4D* [3P] n=5-5	0.06710	witnessed	4 members; limit 50145.6	B
39	0	1	4	2.09430	measured	NIST ASD fetched 2026-08-14 (session 1.8); series y 4P* [3P] n=5-5	0.04944	witnessed	3 members; limit 50145.6	A
39	0	2	4	1.91573	measured	NIST ASD fetched 2026-08-14 (session 1.8); series f 4D [3D] n=5-5	0.05330	witnessed	4 members; limit 50145.6	B
39	0	1	4	2.90184	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 4D* [3D] n=6-6	0.09542	witnessed	4 members; limit 50145.6	B
39	0	2	4	1.88225	measured	NIST ASD fetched 2026-08-14 (session 1.8); series e 4G [3D] n=5-5	0.08193	witnessed	4 members; limit 50145.6	B
39	0	1	4	2.89064	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 4F* [3D] n=6-6	0.07096	witnessed	3 members; limit 50145.6	B
39	0	1	4	2.80163	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 4P* [3D] n=6-6	0.06877	witnessed	3 members; limit 50145.6	B
39	0	2	4	1.76463	measured	NIST ASD fetched 2026-08-14 (session 1.8); series e 4F [3D] n=5-5	0.07022	witnessed	4 members; limit 50145.6	B
39	0	2	4	1.63487	measured	NIST ASD fetched 2026-08-14 (session 1.8); series f 4P [3D] n=5-5	0.03949	witnessed	3 members; limit 50145.6	A
39	0	0	4	2.24277	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 4F [3F] n=6-6	0.17234	witnessed	4 members; limit 50145.6	B
39	0	2	4	-0.07120	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 4F [3P] n=4-4	0.34724	witnessed	4 members; limit 50145.6	C
39	0	2	4	-0.56544	measured	NIST ASD fetched 2026-08-14 (session 1.8); series h 4D [3P] n=4-4	0.23960	witnessed	4 members; limit 50145.6	C
70	0	0	1	4.40762	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 1S [] n=6-8	0.13640	witnessed	3 members; limit 50443.2	B
70	0	1	3	3.98846	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 3P* [] n=6-9	0.25669	witnessed	12 members; limit 50443.2	C
70	0	0	0	4.44180	measured	NIST ASD fetched 2026-08-14 (session 1.8); series (7/2,3/2)* [2F*<7/2>] n=6-6	0.08356	witnessed	4 members; limit 71859.7	B
70	0	0	3	3.93327	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 3D [] n=6-6	0.03169	witnessed	3 members; limit 50443.2	A
70	0	1	1	3.83838	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 1P* [] n=6-9	0.25327	witnessed	4 members; limit 50443.2	C
70	0	0	0	4.39388	measured	NIST ASD fetched 2026-08-14 (session 1.8); series (7/2,5/2)* [2F*<7/2>] n=6-6	0.05980	witnessed	6 members; limit 71859.7	B
70	0	0	3	4.45272	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 3S [] n=7-13	0.06733	witnessed	7 members; limit 50443.2	B
70	0	1	0	4.26263	measured	NIST ASD fetched 2026-08-14 (session 1.8); series (7/2,3/2) [2F*<7/2>] n=6-6	0.02118	witnessed	4 members; limit 71859.7	A
70	0	2	3	2.76365	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 3D [] n=6-8	0.05015	witnessed	9 members; limit 50443.2	B
70	0	1	0	1.51625	measured	NIST ASD fetched 2026-08-14 (session 1.8); series (7/2,3/2) [4F*<3/2>] n=6-6	2.49592	witnessed	5 members; limit 50443.2	C
70	0	1	0	1.33025	measured	NIST ASD fetched 2026-08-14 (session 1.8); series  [4F*<5/2>] n=6-6	2.69396	witnessed	7 members; limit 50443.2	C
70	0	1	3	1.93402	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 3P [] n=6-6	0.69214	witnessed	3 members; limit 50443.2	C
70	0	3	3	1.05460	measured	NIST ASD fetched 2026-08-14 (session 1.8); series 3F* [] n=5-7	0.02285	witnessed	3 members; limit 50443.2	A
70	0	1	0	1.28949	measured	NIST ASD fetched 2026-08-14 (session 1.8); series (5/2,3/2) [2F*<5/2>] n=6-6	0.49886	witnessed	3 members; limit 50443.2	C
70	0	1	0	3.24233	measured	NIST ASD fetched 2026-08-14 (session 1.8); series  [2D*<5/2>] n=6-6	0.89635	witnessed	3 members; limit 71859.7	C
70	0	1	0	-0.41062	measured	NIST ASD fetched 2026-08-14 (session 1.8); series (7/2,7/2) [4F*<7/2>] n=6-6	3.14978	witnessed	5 members; limit 50443.2	C
70	0	1	0	3.99911	measured	NIST ASD fetched 2026-08-14 (session 1.8); series (1/2,1/2)* [2S<1/2>] n=10-25	0.14700	witnessed	15 members; limit 50443.2	B
70	0	1	0	3.98579	measured	NIST ASD fetched 2026-08-14 (session 1.8); series (1/2,3/2)* [2S<1/2>] n=10-48	0.84355	witnessed	40 members; limit 50443.2	C
70	0	1	0	-3.48469	measured	NIST ASD fetched 2026-08-14 (session 1.8); series  [4F*<9/2>] n=6-6	1.19025	witnessed	3 members; limit 50443.2	C
40	0	0	3	3.56023	measured	NIST ASD fetched 2026-08-14 (session 1.8); series a 3F [] n=5-5	0.01690	witnessed	3 members; limit 53507.832	A
40	0	0	3	3.50822	measured	NIST ASD fetched 2026-08-14 (session 1.8); series a 3P [] n=5-5	0.00288	witnessed	3 members; limit 53507.832	A
40	0	0	5	3.49205	measured	NIST ASD fetched 2026-08-14 (session 1.8); series a 5F [4F] n=5-5	0.01598	witnessed	5 members; limit 53507.832	A
40	0	0	5	3.39296	measured	NIST ASD fetched 2026-08-14 (session 1.8); series a 5P [4P] n=5-5	0.00707	witnessed	3 members; limit 53507.832	A
40	0	0	3	3.37489	measured	NIST ASD fetched 2026-08-14 (session 1.8); series b 3F [4F] n=5-5	0.01374	witnessed	3 members; limit 53507.832	A
40	0	0	3	3.35893	measured	NIST ASD fetched 2026-08-14 (session 1.8); series a 3G [2G] n=5-5	0.00540	witnessed	3 members; limit 53507.832	A
40	0	0	3	3.32598	measured	NIST ASD fetched 2026-08-14 (session 1.8); series a 3D [b_2D] n=5-5	0.01230	witnessed	3 members; limit 53507.832	A
40	0	1	5	3.29587	measured	NIST ASD fetched 2026-08-14 (session 1.8); series z 5G* [] n=5-5	0.04983	witnessed	5 members; limit 53507.832	A
40	0	0	3	3.31214	measured	NIST ASD fetched 2026-08-14 (session 1.8); series a 3H [2H] n=5-5	0.00719	witnessed	3 members; limit 53507.832	A
40	0	0	3	3.29108	measured	NIST ASD fetched 2026-08-14 (session 1.8); series b 3P [4P] n=5-5	0.02054	witnessed	3 members; limit 53507.832	A
40	0	1	5	3.26050	measured	NIST ASD fetched 2026-08-14 (session 1.8); series z 5F* [] n=5-5	0.02515	witnessed	4 members; limit 53507.832	A
40	0	0	3	3.26287	measured	NIST ASD fetched 2026-08-14 (session 1.8); series c 3P [2P] n=5-5	0.00626	witnessed	3 members; limit 53507.832	A
40	0	1	3	3.24662	measured	NIST ASD fetched 2026-08-14 (session 1.8); series z 3D* [] n=5-5	0.02001	witnessed	3 members; limit 53507.832	A
40	0	1	5	3.21423	measured	NIST ASD fetched 2026-08-14 (session 1.8); series z 5D* [] n=5-5	0.00904	witnessed	3 members; limit 53507.832	A
40	0	1	3	3.17758	measured	NIST ASD fetched 2026-08-14 (session 1.8); series z 3P* [] n=5-5	0.00783	witnessed	3 members; limit 53507.832	A
40	0	2	5	2.13543	measured	NIST ASD fetched 2026-08-14 (session 1.8); series a 5D [] n=4-4	0.01995	witnessed	5 members; limit 53507.832	A
40	0	1	3	3.12948	measured	NIST ASD fetched 2026-08-14 (session 1.8); series z 3G* [] n=5-5	0.02137	witnessed	3 members; limit 53507.832	A
40	0	1	3	3.09340	measured	NIST ASD fetched 2026-08-14 (session 1.8); series y 3D* [] n=5-5	0.02030	witnessed	3 members; limit 53507.832	A
40	0	1	5	3.08803	measured	NIST ASD fetched 2026-08-14 (session 1.8); series y 5D* [] n=5-5	0.04047	witnessed	5 members; limit 53507.832	A
40	0	1	3	3.08458	measured	NIST ASD fetched 2026-08-14 (session 1.8); series y 3F* [] n=5-5	0.01420	witnessed	3 members; limit 53507.832	A
40	0	1	5	3.01541	measured	NIST ASD fetched 2026-08-14 (session 1.8); series z 5P* [] n=5-5	0.01458	witnessed	3 members; limit 53507.832	A
40	0	1	5	3.00371	measured	NIST ASD fetched 2026-08-14 (session 1.8); series y 5G* [] n=5-5	0.02583	witnessed	3 members; limit 53507.832	A
40	0	1	3	3.00226	measured	NIST ASD fetched 2026-08-14 (session 1.8); series y 3G* [] n=5-5	0.02567	witnessed	3 members; limit 53507.832	A
40	0	1	3	2.98637	measured	NIST ASD fetched 2026-08-14 (session 1.8); series x 3F* [a_2D] n=5-5	0.03272	witnessed	3 members; limit 53507.832	A
