# AME2020 Table I — the 2020 atomic mass table.
# Meng Wang, W.J. Huang, F.G. Kondev, G. Audi, S. Naimi,
# Chinese Physics C 45, 030003 (2021), Table I, pages 030003-6 to 030003-75.
# Extracted from the PDF supplied by M, pdftotext -layout, PDF pages 7-76.
#
# THIS IS THE PUBLISHED ROUNDED TABLE, not mass_1.mas20. AME rounds to a
# precision set by the uncertainty, so values differ from the ASCII file by
# up to ~0.1 sigma. Verified against the Argonne mass_1.mas20 text on the
# A = 9 chain: max deviation 4.174 keV on 9He, which is 0.089 sigma.
#
# A is RECOMPUTED as N + Z; the printed A is used only as a check and
# matched on every row where it appears (0 mismatches).
# quality: M = measured, E = estimated (# in the source).
# Z	N	A	symbol	mass_excess_keV	unc_keV	quality
44	67	111	Ru	-76785.0	10.0	M
44	68	112	Ru	-75631.0	10.0	M
44	69	113	Ru	-71870.0	40.0	M
44	70	114	Ru	-70221.0	4.0	M
44	71	115	Ru	-66105.0	25.0	M
44	72	116	Ru	-64069.0	4.0	M
44	73	117	Ru	-59490.0	430.0	M
44	74	118	Ru	-57000.0	200.0	E
44	75	119	Ru	-52080.0	300.0	E
44	76	120	Ru	-49720.0	400.0	E
44	77	121	Ru	-44620.0	400.0	E
44	78	122	Ru	-41780.0	500.0	E
44	79	123	Ru	-36550.0	500.0	E
44	80	124	Ru	-33590.0	600.0	E
44	81	125	Ru	-28370.0	300.0	E
45	43	88	Rh	-36860.0	400.0	E
45	44	89	Rh	-45650.0	360.0	E
45	45	90	Rh	-51630.0	200.0	E
45	46	91	Rh	-58570.0	300.0	E
45	47	92	Rh	-62999.0	4.0	M
45	48	93	Rh	-69011.8	2.6	M
45	49	94	Rh	-72908.0	3.0	M
45	50	95	Rh	-78341.0	4.0	M
45	51	96	Rh	-79688.0	10.0	M
45	52	97	Rh	-82600.0	40.0	M
45	53	98	Rh	-83175.0	12.0	M
45	54	99	Rh	-85585.0	19.0	M
45	55	100	Rh	-85591.0	18.0	M
45	56	101	Rh	-87412.0	6.0	M
45	57	102	Rh	-86783.0	6.0	M
45	58	103	Rh	-88031.7	2.3	M
45	59	104	Rh	-86959.3	2.3	M
45	60	105	Rh	-87851.3	2.5	M
45	61	106	Rh	-86363.0	5.0	M
45	62	107	Rh	-86864.0	12.0	M
45	63	108	Rh	-85031.0	14.0	M
45	64	109	Rh	-84999.0	4.0	M
45	65	110	Rh	-82829.0	18.0	M
45	66	111	Rh	-82304.0	7.0	M
45	67	112	Rh	-79730.0	40.0	M
45	68	113	Rh	-78767.0	7.0	M
45	69	114	Rh	-75710.0	70.0	M
45	70	115	Rh	-74229.0	7.0	M
45	71	116	Rh	-70740.0	70.0	M
45	72	117	Rh	-68897.0	9.0	M
45	73	118	Rh	-64887.0	24.0	M
45	74	119	Rh	-62823.0	9.0	M
45	75	120	Rh	-58620.0	200.0	E
45	76	121	Rh	-56250.0	620.0	M
45	77	122	Rh	-51880.0	300.0	E
45	78	123	Rh	-49190.0	400.0	E
45	79	124	Rh	-44710.0	400.0	E
45	80	125	Rh	-41830.0	500.0	E
45	81	126	Rh	-37200.0	500.0	E
45	82	127	Rh	-33730.0	600.0	E
45	83	128	Rh	-27340.0	300.0	E
46	44	90	Pd	-39710.0	400.0	E
46	45	91	Pd	-46170.0	420.0	E
46	46	92	Pd	-54780.0	350.0	M
46	47	93	Pd	-58980.0	370.0	M
46	48	94	Pd	-66102.0	4.0	M
46	49	95	Pd	-69966.0	3.0	M
46	50	96	Pd	-76183.0	4.0	M
46	51	97	Pd	-77806.0	5.0	M
46	52	98	Pd	-81321.0	5.0	M
46	53	99	Pd	-82183.0	5.0	M
46	54	100	Pd	-85213.0	18.0	M
46	55	101	Pd	-85432.0	5.0	M
46	56	102	Pd	-87903.0	0.4	M
46	57	103	Pd	-87457.0	0.9	M
46	58	104	Pd	-89395.1	1.3	M
46	59	105	Pd	-88417.9	1.1	M
46	60	106	Pd	-89907.5	1.1	M
46	61	107	Pd	-88372.7	1.2	M
46	62	108	Pd	-89524.2	1.1	M
46	63	109	Pd	-87606.5	1.1	M
46	64	110	Pd	-88330.9	0.6	M
46	65	111	Pd	-85985.9	0.7	M
46	66	112	Pd	-86321.0	7.0	M
46	67	113	Pd	-83590.0	7.0	M
46	68	114	Pd	-83490.0	7.0	M
46	69	115	Pd	-80426.0	14.0	M
46	70	116	Pd	-79831.0	7.0	M
46	71	117	Pd	-76424.0	7.0	M
46	72	118	Pd	-75388.4	2.5	M
46	73	119	Pd	-71407.0	8.0	M
46	74	120	Pd	-70279.6	2.3	M
46	75	121	Pd	-66182.0	3.0	M
46	76	122	Pd	-64616.0	20.0	M
46	77	123	Pd	-60430.0	790.0	M
46	78	124	Pd	-58400.0	300.0	E
46	79	125	Pd	-53960.0	400.0	E
46	80	126	Pd	-51790.0	400.0	E
46	81	127	Pd	-47220.0	500.0	E
46	82	128	Pd	-44390.0	500.0	E
46	83	129	Pd	-37880.0	600.0	E
46	84	130	Pd	-32730.0	300.0	E
46	85	131	Pd	-25740.0	300.0	E
47	45	92	Ag	-37530.0	400.0	E
47	46	93	Ag	-46400.0	400.0	E
47	47	94	Ag	-52400.0	400.0	E
47	48	95	Ag	-59910.0	400.0	E
47	49	96	Ag	-64510.0	90.0	M
47	50	97	Ag	-70904.0	12.0	M
47	51	98	Ag	-73070.0	30.0	M
47	52	99	Ag	-76712.0	6.0	M
47	53	100	Ag	-78138.0	5.0	M
47	54	101	Ag	-81334.0	5.0	M
47	55	102	Ag	-82247.0	8.0	M
47	56	103	Ag	-84803.0	4.0	M
47	57	104	Ag	-85116.0	4.0	M
47	58	105	Ag	-87071.0	5.0	M
47	59	106	Ag	-86942.0	3.0	M
47	60	107	Ag	-88406.7	2.4	M
47	61	108	Ag	-87606.8	2.4	M
47	62	109	Ag	-88719.4	1.3	M
47	63	110	Ag	-87457.3	1.3	M
47	64	111	Ag	-88215.4	1.5	M
47	65	112	Ag	-86583.7	2.4	M
47	66	113	Ag	-87027.0	17.0	M
47	67	114	Ag	-84931.0	5.0	M
47	68	115	Ag	-84983.0	18.0	M
47	69	116	Ag	-82543.0	3.0	M
47	70	117	Ag	-82182.0	14.0	M
47	71	118	Ag	-79553.8	2.5	M
47	72	119	Ag	-78646.0	15.0	M
47	73	120	Ag	-75652.0	4.0	M
47	74	121	Ag	-74403.0	12.0	M
47	75	122	Ag	-71110.0	40.0	M
47	76	123	Ag	-69570.0	30.0	M
47	77	124	Ag	-66230.0	250.0	M
47	78	125	Ag	-64520.0	430.0	M
47	79	126	Ag	-60720.0	200.0	E
47	80	127	Ag	-58650.0	200.0	E
47	81	128	Ag	-54710.0	300.0	E
47	82	129	Ag	-51870.0	400.0	E
47	83	130	Ag	-45900.0	420.0	E
47	84	131	Ag	-40750.0	500.0	E
47	85	132	Ag	-34400.0	500.0	E
47	86	133	Ag	-29080.0	500.0	E
48	46	94	Cd	-40440.0	500.0	E
48	47	95	Cd	-47060.0	570.0	E
48	48	96	Cd	-55570.0	410.0	E
48	49	97	Cd	-60730.0	420.0	M
48	50	98	Cd	-67640.0	50.0	M
48	51	99	Cd	-69931.1	1.6	M
48	52	100	Cd	-74194.6	1.7	M
48	53	101	Cd	-75836.5	1.5	M
48	54	102	Cd	-79659.7	1.7	M
48	55	103	Cd	-80651.6	1.8	M
48	56	104	Cd	-83968.4	1.7	M
48	57	105	Cd	-84333.8	1.4	M
48	58	106	Cd	-87132.2	1.1	M
48	59	107	Cd	-86990.3	1.7	M
48	60	108	Cd	-89252.4	1.1	M
48	61	109	Cd	-88504.3	1.5	M
48	62	110	Cd	-90348.0	0.4	M
48	63	111	Cd	-89252.2	0.4	M
48	64	112	Cd	-90574.86	0.25	M
48	65	113	Cd	-89043.29	0.24	M
48	66	114	Cd	-90014.93	0.28	M
48	67	115	Cd	-88084.5	0.7	M
48	68	116	Cd	-88712.49	0.16	M
48	69	117	Cd	-86418.4	1.0	M
48	70	118	Cd	-86702.0	20.0	M
48	71	119	Cd	-83980.0	40.0	M
48	72	120	Cd	-83957.0	4.0	M
48	73	121	Cd	-81073.8	1.9	M
48	74	122	Cd	-80612.4	2.3	M
48	75	123	Cd	-77414.2	2.7	M
48	76	124	Cd	-76699.4	2.6	M
48	77	125	Cd	-73348.1	2.9	M
48	78	126	Cd	-72255.7	2.3	M
48	79	127	Cd	-68741.0	6.0	M
48	80	128	Cd	-67238.0	6.0	M
48	81	129	Cd	-63122.0	5.0	M
48	82	130	Cd	-61118.0	22.0	M
48	83	131	Cd	-55212.0	19.0	M
48	84	132	Cd	-50470.0	60.0	M
48	85	133	Cd	-44140.0	200.0	E
48	86	134	Cd	-39460.0	300.0	E
48	87	135	Cd	-32820.0	400.0	E
49	47	96	In	-38090.0	500.0	E
49	48	97	In	-47390.0	400.0	E
49	49	98	In	-53910.0	300.0	E
49	50	99	In	-61380.0	300.0	E
49	51	100	In	-64178.1	2.2	M
49	52	101	In	-68545.0	12.0	M
49	53	102	In	-70695.0	5.0	M
49	54	103	In	-74632.0	9.0	M
49	55	104	In	-76183.0	6.0	M
49	56	105	In	-79641.0	10.0	M
49	57	106	In	-80608.0	12.0	M
49	58	107	In	-83567.0	10.0	M
49	59	108	In	-84120.0	9.0	M
49	60	109	In	-86490.0	4.0	M
49	61	110	In	-86470.0	12.0	M
49	62	111	In	-88392.0	3.0	M
49	63	112	In	-87990.0	4.0	M
49	64	113	In	-89367.12	0.19	M
49	65	114	In	-88569.8	0.3	M
49	66	115	In	-89536.357	0.012	M
49	67	116	In	-88249.76	0.22	M
49	68	117	In	-88943.0	5.0	M
49	69	118	In	-87228.0	8.0	M
49	70	119	In	-87699.0	7.0	M
49	71	120	In	-85730.0	40.0	M
49	72	121	In	-85835.0	27.0	M
49	73	122	In	-83570.0	50.0	M
49	74	123	In	-83429.0	20.0	M
49	75	124	In	-80870.0	30.0	M
49	76	125	In	-80412.3	1.8	M
49	77	126	In	-77809.0	4.0	M
49	78	127	In	-76880.0	10.0	M
49	79	128	In	-74190.1	1.3	M
49	80	129	In	-72834.9	2.0	M
49	81	130	In	-69906.5	1.8	M
49	82	131	In	-68024.4	2.2	M
49	83	132	In	-62410.0	60.0	M
49	84	133	In	-57690.0	200.0	E
49	85	134	In	-51970.0	200.0	E
49	86	135	In	-47110.0	300.0	E
49	87	136	In	-40970.0	300.0	E
49	88	137	In	-35830.0	400.0	E
50	49	99	Sn	-47980.0	580.0	E
50	50	100	Sn	-57150.0	240.0	M
50	51	101	Sn	-60310.0	300.0	M
50	52	102	Sn	-64930.0	100.0	M
50	53	103	Sn	-67090.0	100.0	E
50	54	104	Sn	-71627.0	6.0	M
50	55	105	Sn	-73338.0	4.0	M
50	56	106	Sn	-77354.0	5.0	M
50	57	107	Sn	-78512.0	5.0	M
50	58	108	Sn	-82070.0	5.0	M
50	59	109	Sn	-82630.0	8.0	M
50	60	110	Sn	-85842.0	14.0	M
50	61	111	Sn	-85939.0	5.0	M
50	62	112	Sn	-88655.05	0.29	M
50	63	113	Sn	-88328.1	1.6	M
50	64	114	Sn	-90559.735	0.029	M
50	65	115	Sn	-90033.846	0.015	M
50	66	116	Sn	-91525.98	0.1	M
50	67	117	Sn	-90397.7	0.5	M
50	68	118	Sn	-91652.8	0.5	M
50	69	119	Sn	-90065.0	0.7	M
50	70	120	Sn	-91097.7	0.9	M
50	71	121	Sn	-89196.6	1.0	M
50	72	122	Sn	-89940.0	2.4	M
50	73	123	Sn	-87814.7	2.5	M
50	74	124	Sn	-88231.5	1.3	M
50	75	125	Sn	-85893.7	1.3	M
50	76	126	Sn	-86015.0	11.0	M
50	77	127	Sn	-83470.0	9.0	M
50	78	128	Sn	-83361.0	18.0	M
50	79	129	Sn	-80591.0	17.0	M
50	80	130	Sn	-80132.2	1.9	M
50	81	131	Sn	-77265.0	4.0	M
50	82	132	Sn	-76546.6	2.0	M
50	83	133	Sn	-70873.9	1.9	M
50	84	134	Sn	-66434.0	3.0	M
50	85	135	Sn	-60632.0	3.0	M
50	86	136	Sn	-56170.0	200.0	E
50	87	137	Sn	-50150.0	300.0	E
50	88	138	Sn	-45510.0	400.0	E
50	89	139	Sn	-39310.0	400.0	E
50	90	140	Sn	-34490.0	300.0	E
51	51	102	Sb	-51100.0	400.0	E
51	52	103	Sb	-56670.0	300.0	E
51	53	104	Sb	-59300.0	100.0	E
51	54	105	Sb	-64015.0	22.0	M
51	55	106	Sb	-66473.0	7.0	M
51	56	107	Sb	-70653.0	4.0	M
51	57	108	Sb	-72445.0	5.0	M
51	58	109	Sb	-76251.0	5.0	M
51	59	110	Sb	-77450.0	6.0	M
51	60	111	Sb	-80837.0	9.0	M
51	61	112	Sb	-81599.0	18.0	M
51	62	113	Sb	-84417.0	17.0	M
51	63	114	Sb	-84497.0	20.0	M
51	64	115	Sb	-87003.0	16.0	M
51	65	116	Sb	-86822.0	5.0	M
51	66	117	Sb	-88640.0	8.0	M
51	67	118	Sb	-87996.0	3.0	M
51	68	119	Sb	-89476.0	7.0	M
51	69	120	Sb	-88417.0	7.0	M
51	70	121	Sb	-89599.2	2.5	M
51	71	122	Sb	-88334.2	2.5	M
51	72	123	Sb	-89222.9	1.4	M
51	73	124	Sb	-87619.1	1.4	M
51	74	125	Sb	-88255.1	2.5	M
51	75	126	Sb	-86390.0	30.0	M
51	76	127	Sb	-86698.0	5.0	M
51	77	128	Sb	-84630.0	19.0	M
51	78	129	Sb	-84629.0	21.0	M
51	79	130	Sb	-82286.0	14.0	M
51	80	131	Sb	-81981.4	2.1	M
51	81	132	Sb	-79635.3	2.5	M
51	82	133	Sb	-78924.0	3.0	M
51	83	134	Sb	-74019.0	3.0	M
51	84	135	Sb	-69690.3	2.6	M
51	85	136	Sb	-64507.0	6.0	M
51	86	137	Sb	-60060.0	50.0	M
51	87	138	Sb	-54650.0	300.0	E
51	88	139	Sb	-50050.0	400.0	E
51	89	140	Sb	-44390.0	600.0	E
51	90	141	Sb	-39540.0	500.0	E
51	91	142	Sb	-33610.0	300.0	E
52	52	104	Te	-49630.0	320.0	M
52	53	105	Te	-52810.0	300.0	M
52	54	106	Te	-58220.0	100.0	M
52	55	107	Te	-60660.0	100.0	E
52	56	108	Te	-65782.0	5.0	M
52	57	109	Te	-67715.0	4.0	M
52	58	110	Te	-72230.0	7.0	M
52	59	111	Te	-73587.0	6.0	M
52	60	112	Te	-77568.0	8.0	M
52	61	113	Te	-78347.0	28.0	M
52	62	114	Te	-81890.0	24.0	M
52	63	115	Te	-82063.0	28.0	M
52	64	116	Te	-85264.0	24.0	M
52	65	117	Te	-85096.0	13.0	M
52	66	118	Te	-87691.0	18.0	M
52	67	119	Te	-87183.0	7.0	M
52	68	120	Te	-89362.2	1.8	M
52	69	121	Te	-88543.0	26.0	M
52	70	122	Te	-90313.3	1.4	M
52	71	123	Te	-89171.0	1.4	M
52	72	124	Te	-90524.1	1.4	M
52	73	125	Te	-89021.8	1.4	M
52	74	126	Te	-90064.2	1.4	M
52	75	127	Te	-88280.5	1.4	M
52	76	128	Te	-88993.8	0.7	M
52	77	129	Te	-87004.9	0.7	M
52	78	130	Te	-87352.96	0.011	M
52	79	131	Te	-85211.02	0.06	M
52	80	132	Te	-85188.0	3.0	M
52	81	133	Te	-82937.1	2.1	M
52	82	134	Te	-82533.8	2.7	M
52	83	135	Te	-77728.8	1.7	M
52	84	136	Te	-74425.3	2.3	M
52	85	137	Te	-69303.8	2.1	M
52	86	138	Te	-65696.0	4.0	M
52	87	139	Te	-60205.0	4.0	M
52	88	140	Te	-56367.0	14.0	M
52	89	141	Te	-50670.0	400.0	E
52	90	142	Te	-46550.0	500.0	E
52	91	143	Te	-40530.0	500.0	E
52	92	144	Te	-36220.0	300.0	E
52	93	145	Te	-30010.0	300.0	E
53	53	106	I	-43300.0	400.0	E
53	54	107	I	-49430.0	300.0	E
53	55	108	I	-52770.0	100.0	E
53	56	109	I	-57673.0	7.0	M
53	57	110	I	-60470.0	60.0	M
53	58	111	I	-64954.0	5.0	M
53	59	112	I	-67063.0	10.0	M
53	60	113	I	-71120.0	8.0	M
53	61	114	I	-72639.0	20.0	M
53	62	115	I	-76338.0	29.0	M
53	63	116	I	-77420.0	80.0	M
53	64	117	I	-80439.0	26.0	M
53	65	118	I	-80971.0	20.0	M
53	66	119	I	-83778.0	22.0	M
53	67	120	I	-83747.0	15.0	M
53	68	121	I	-86246.0	5.0	M
53	69	122	I	-86079.0	5.0	M
53	70	123	I	-87943.0	4.0	M
53	71	124	I	-87364.6	2.3	M
53	72	125	I	-88836.0	1.4	M
53	73	126	I	-87910.0	4.0	M
53	74	127	I	-88983.0	4.0	M
53	75	128	I	-87738.0	4.0	M
53	76	129	I	-88507.0	3.0	M
53	77	130	I	-86936.0	3.0	M
53	78	131	I	-87442.7	0.6	M
53	79	132	I	-85704.0	4.0	M
53	80	133	I	-85857.0	6.0	M
53	81	134	I	-84043.0	5.0	M
53	82	135	I	-83779.2	2.1	M
53	83	136	I	-79545.0	14.0	M
53	84	137	I	-76356.0	8.0	M
53	85	138	I	-71980.0	6.0	M
53	86	139	I	-68471.0	4.0	M
53	87	140	I	-63606.0	12.0	M
53	88	141	I	-59927.0	16.0	M
53	89	142	I	-54803.0	5.0	M
53	90	143	I	-50790.0	200.0	E
53	91	144	I	-45330.0	400.0	E
53	92	145	I	-41130.0	500.0	E
53	93	146	I	-35540.0	300.0	E
53	94	147	I	-31200.0	300.0	E
54	54	108	Xe	-42630.0	380.0	M
54	55	109	Xe	-46170.0	300.0	M
54	56	110	Xe	-51920.0	100.0	M
54	57	111	Xe	-54520.0	120.0	E
54	58	112	Xe	-60026.0	8.0	M
54	59	113	Xe	-62204.0	7.0	M
54	60	114	Xe	-67086.0	11.0	M
54	61	115	Xe	-68657.0	12.0	M
54	62	116	Xe	-73047.0	13.0	M
54	63	117	Xe	-74185.0	10.0	M
54	64	118	Xe	-78079.0	10.0	M
54	65	119	Xe	-78794.0	10.0	M
54	66	120	Xe	-82172.0	12.0	M
54	67	121	Xe	-82481.0	10.0	M
54	68	122	Xe	-85355.0	11.0	M
54	69	123	Xe	-85248.0	10.0	M
54	70	124	Xe	-87667.4	1.4	M
54	71	125	Xe	-87199.4	1.4	M
54	72	126	Xe	-89146.387	0.006	M
54	73	127	Xe	-88321.0	4.0	M
54	74	128	Xe	-89860.534	0.005	M
54	75	129	Xe	-88696.07	0.005	M
54	76	130	Xe	-89880.474	0.009	M
54	77	131	Xe	-88413.575	0.005	M
54	78	132	Xe	-89278.975	0.005	M
54	79	133	Xe	-87643.6	2.4	M
54	80	134	Xe	-88125.834	0.006	M
54	81	135	Xe	-86413.0	4.0	M
54	82	136	Xe	-86429.17	0.007	M
54	83	137	Xe	-82383.41	0.1	M
54	84	138	Xe	-79972.2	2.8	M
54	85	139	Xe	-75644.6	2.1	M
54	86	140	Xe	-72986.5	2.3	M
54	87	141	Xe	-68197.3	2.9	M
54	88	142	Xe	-65229.6	2.7	M
54	89	143	Xe	-60203.0	5.0	M
54	90	144	Xe	-56872.0	5.0	M
54	91	145	Xe	-51493.0	11.0	M
54	92	146	Xe	-47955.0	24.0	M
54	93	147	Xe	-42400.0	200.0	E
54	94	148	Xe	-38650.0	300.0	E
54	95	149	Xe	-33000.0	300.0	E
54	96	150	Xe	-28990.0	300.0	E
55	56	111	Cs	-42900.0	200.0	E
55	57	112	Cs	-46420.0	120.0	E
55	58	113	Cs	-51765.0	9.0	M
55	59	114	Cs	-54690.0	90.0	M
55	60	115	Cs	-59700.0	100.0	E
55	61	116	Cs	-62040.0	100.0	E
55	62	117	Cs	-66490.0	60.0	M
55	63	118	Cs	-68409.0	13.0	M
55	64	119	Cs	-72305.0	14.0	M
55	65	120	Cs	-73889.0	10.0	M
55	66	121	Cs	-77102.0	14.0	M
55	67	122	Cs	-78140.0	30.0	M
55	68	123	Cs	-81044.0	12.0	M
55	69	124	Cs	-81741.0	9.0	M
55	70	125	Cs	-84090.0	8.0	M
55	71	126	Cs	-84351.0	10.0	M
55	72	127	Cs	-86240.0	6.0	M
55	73	128	Cs	-85932.0	5.0	M
55	74	129	Cs	-87499.0	5.0	M
55	75	130	Cs	-86900.0	8.0	M
55	76	131	Cs	-88055.57	0.18	M
55	77	132	Cs	-87152.7	1.0	M
55	78	133	Cs	-88070.943	0.008	M
55	79	134	Cs	-86891.165	0.016	M
55	80	135	Cs	-87582.0	0.4	M
55	81	136	Cs	-86338.9	1.9	M
55	82	137	Cs	-86545.8	0.3	M
55	83	138	Cs	-82887.0	9.0	M
55	84	139	Cs	-80701.0	3.0	M
55	85	140	Cs	-77050.0	8.0	M
55	86	141	Cs	-74477.0	9.0	M
55	87	142	Cs	-70515.0	7.0	M
55	88	143	Cs	-67676.0	8.0	M
55	89	144	Cs	-63271.0	20.0	M
55	90	145	Cs	-60054.0	9.0	M
55	91	146	Cs	-55310.4	2.9	M
55	92	147	Cs	-51920.0	8.0	M
55	93	148	Cs	-46911.0	13.0	M
55	94	149	Cs	-43300.0	400.0	E
55	95	150	Cs	-38170.0	400.0	E
55	96	151	Cs	-34280.0	500.0	E
55	97	152	Cs	-29130.0	500.0	E
56	57	113	Ba	-39710.0	300.0	E
56	58	114	Ba	-45910.0	100.0	M
56	59	115	Ba	-48920.0	200.0	E
56	60	116	Ba	-54380.0	200.0	E
56	61	117	Ba	-57460.0	250.0	M
56	62	118	Ba	-62200.0	200.0	E
56	63	119	Ba	-64590.0	200.0	M
56	64	120	Ba	-68890.0	300.0	M
56	65	121	Ba	-70740.0	140.0	M
56	66	122	Ba	-74609.0	28.0	M
56	67	123	Ba	-75655.0	12.0	M
56	68	124	Ba	-79090.0	12.0	M
56	69	125	Ba	-79669.0	11.0	M
56	70	126	Ba	-82670.0	12.0	M
56	71	127	Ba	-82818.0	11.0	M
56	72	128	Ba	-85369.2	1.6	M
56	73	129	Ba	-85061.0	11.0	M
56	74	130	Ba	-87256.78	0.29	M
56	75	131	Ba	-86679.0	0.4	M
56	76	132	Ba	-88434.9	1.1	M
56	77	133	Ba	-87553.5	1.0	M
56	78	134	Ba	-88950.0	0.25	M
56	79	135	Ba	-87850.65	0.25	M
56	80	136	Ba	-88887.08	0.24	M
56	81	137	Ba	-87721.4	0.25	M
56	82	138	Ba	-88261.81	0.25	M
56	83	139	Ba	-84913.92	0.25	M
56	84	140	Ba	-83268.0	8.0	M
56	85	141	Ba	-79732.0	5.0	M
56	86	142	Ba	-77842.0	6.0	M
56	87	143	Ba	-73937.0	7.0	M
56	88	144	Ba	-71767.0	7.0	M
56	89	145	Ba	-67516.0	8.0	M
56	90	146	Ba	-64866.3	1.8	M
56	91	147	Ba	-60264.0	20.0	M
56	92	148	Ba	-57544.9	1.5	M
56	93	149	Ba	-52830.6	2.5	M
56	94	150	Ba	-49890.0	6.0	M
56	95	151	Ba	-44940.0	400.0	E
56	96	152	Ba	-41610.0	400.0	E
56	97	153	Ba	-36470.0	400.0	E
56	98	154	Ba	-32920.0	500.0	E
57	59	116	La	-40050.0	320.0	E
57	60	117	La	-46270.0	200.0	E
57	61	118	La	-49620.0	300.0	E
57	62	119	La	-55020.0	300.0	E
57	63	120	La	-57570.0	300.0	E
57	64	121	La	-62190.0	300.0	E
57	65	122	La	-64540.0	300.0	E
57	66	123	La	-68650.0	200.0	E
57	67	124	La	-70260.0	60.0	M
57	68	125	La	-73759.0	26.0	M
57	69	126	La	-74970.0	90.0	M
57	70	127	La	-77896.0	26.0	M
57	71	128	La	-78630.0	50.0	M
57	72	129	La	-81324.0	21.0	M
57	73	130	La	-81627.0	26.0	M
57	74	131	La	-83769.0	28.0	M
57	75	132	La	-83720.0	40.0	M
57	76	133	La	-85494.0	28.0	M
57	77	134	La	-85219.0	20.0	M
57	78	135	La	-86643.0	9.0	M
57	79	136	La	-86040.0	50.0	M
57	80	137	La	-87140.9	1.6	M
57	81	138	La	-86513.4	0.4	M
57	82	139	La	-87222.4	0.6	M
57	83	140	La	-84312.1	0.6	M
57	84	141	La	-82930.0	4.0	M
57	85	142	La	-80024.0	6.0	M
57	86	143	La	-78171.0	7.0	M
57	87	144	La	-74850.0	13.0	M
57	88	145	La	-72835.0	12.0	M
57	89	146	La	-69221.2	1.7	M
57	90	147	La	-66678.0	11.0	M
57	91	148	La	-62709.0	19.0	M
57	92	149	La	-60220.0	200.0	M
57	93	150	La	-56311.1	2.5	M
57	94	151	La	-53310.0	440.0	M
57	95	152	La	-49290.0	300.0	E
57	96	153	La	-46060.0	300.0	E
57	97	154	La	-41530.0	300.0	E
57	98	155	La	-37930.0	400.0	E
57	99	156	La	-33050.0	400.0	E
57	100	157	La	-29070.0	300.0	E
58	61	119	Ce	-43820.0	500.0	E
58	62	120	Ce	-49730.0	500.0	E
58	63	121	Ce	-52690.0	400.0	E
58	64	122	Ce	-57870.0	400.0	E
58	65	123	Ce	-60290.0	300.0	E
58	66	124	Ce	-64920.0	300.0	E
58	67	125	Ce	-66660.0	200.0	E
58	68	126	Ce	-70821.0	28.0	M
58	69	127	Ce	-71979.0	29.0	M
58	70	128	Ce	-75534.0	28.0	M
58	71	129	Ce	-76288.0	28.0	M
58	72	130	Ce	-79423.0	28.0	M
58	73	131	Ce	-79710.0	30.0	M
58	74	132	Ce	-82469.0	20.0	M
58	75	133	Ce	-82418.0	16.0	M
58	76	134	Ce	-84833.0	20.0	M
58	77	135	Ce	-84616.0	10.0	M
58	78	136	Ce	-86508.5	0.3	M
58	79	137	Ce	-85918.8	0.4	M
58	80	138	Ce	-87565.9	0.5	M
58	81	139	Ce	-86957.7	2.1	M
58	82	140	Ce	-88074.2	1.3	M
58	83	141	Ce	-85431.1	1.3	M
58	84	142	Ce	-84532.9	2.4	M
58	85	143	Ce	-81606.4	2.4	M
58	86	144	Ce	-80431.9	2.8	M
58	87	145	Ce	-77070.0	30.0	M
58	88	146	Ce	-75626.0	15.0	M
58	89	147	Ce	-72014.0	9.0	M
58	90	148	Ce	-70398.0	11.0	M
58	91	149	Ce	-66670.0	10.0	M
58	92	150	Ce	-64847.0	12.0	M
58	93	151	Ce	-61225.0	18.0	M
58	94	152	Ce	-58980.0	200.0	E
58	95	153	Ce	-54910.0	200.0	E
58	96	154	Ce	-52220.0	200.0	E
58	97	155	Ce	-47780.0	300.0	E
58	98	156	Ce	-44820.0	300.0	E
58	99	157	Ce	-39930.0	400.0	E
58	100	158	Ce	-36540.0	400.0	E
58	101	159	Ce	-31340.0	500.0	E
59	62	121	Pr	-41550.0	500.0	E
59	63	122	Pr	-44780.0	500.0	E
59	64	123	Pr	-50230.0	400.0	E
59	65	124	Pr	-53150.0	400.0	E
59	66	125	Pr	-58070.0	300.0	E
59	67	126	Pr	-60320.0	200.0	E
59	68	127	Pr	-64540.0	200.0	E
59	69	128	Pr	-66331.0	30.0	M
59	70	129	Pr	-69774.0	30.0	M
59	71	130	Pr	-71180.0	60.0	M
59	72	131	Pr	-74300.0	50.0	M
59	73	132	Pr	-75227.0	29.0	M
59	74	133	Pr	-77938.0	12.0	M
59	75	134	Pr	-78528.0	20.0	M
59	76	135	Pr	-80936.0	12.0	M
59	77	136	Pr	-81340.0	11.0	M
59	78	137	Pr	-83202.0	8.0	M
59	79	138	Pr	-83129.0	10.0	M
59	80	139	Pr	-84829.0	4.0	M
59	81	140	Pr	-84686.0	6.0	M
59	82	141	Pr	-86014.5	1.5	M
59	83	142	Pr	-83786.4	1.5	M
59	84	143	Pr	-83068.2	1.8	M
59	85	144	Pr	-80750.6	2.7	M
59	86	145	Pr	-79626.0	7.0	M
59	87	146	Pr	-76670.0	30.0	M
59	88	147	Pr	-75444.0	16.0	M
59	89	148	Pr	-72535.0	15.0	M
59	90	149	Pr	-71039.0	10.0	M
59	91	150	Pr	-68301.0	9.0	M
59	92	151	Pr	-66780.0	12.0	M
