Z	charge	l	mult	delta	spread	term	parent	language	n_lo	n_hi	members	limit	limit_label	limit_status	delta_status	span	cell_exists
40	1	1	3	3.08458	0.01420	y 3F*		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
40	1	1	5	3.01541	0.01458	z 5P*		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	no
40	1	1	5	3.00371	0.02583	y 5G*		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	no
40	1	1	3	3.00226	0.02567	y 3G*		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
40	1	1	3	2.98637	0.03272	x 3F*	a_2D	LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
40	1	1	3	2.98214	0.03599	x 3D*		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
40	1	1	3	2.96066	0.02250	w 3D*		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
40	1	1	3	2.94192	0.00401	y 3P*		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
40	1	1	3	2.91719	0.02892	z 3H*		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
40	1	1	3	2.89468	0.02533	x 3G*	a_2F	LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	MISMATCHED core	void — limit is not this parent's core	single-n	yes
40	1	1	5	2.90123	0.01567	y 5F*		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	no
40	1	1	3	2.89638	0.01179	x 3P*		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
40	1	1	3	2.88146	0.02052	v 3D*		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
40	1	1	5	2.85411	0.01171	x 5D*		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	no
40	1	1	3	2.75707	0.04257	w 3G*		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
40	1	1	3	2.66270	0.02290	u 3F*		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
40	1	1	5	2.65027	0.05625	w 5D*		LS	5	5	5	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	no
40	1	1	3	2.64245	0.04531	u 3D*		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
40	1	1	3	2.58412	0.04429	y 3H*		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
40	1	1	5	2.58054	0.03081	y 5P*		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	no
40	1	1	3	2.55137	0.03091	w 3P*		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
40	1	0	5	3.53307	0.09164	e 5F	4F	LS	6	6	5	53507.832	Zr_II_(4d2.5s_4F<3/2>)	parent-matched	usable	single-n	no
40	1	1	3	2.51021	0.03410	t 3F*		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
40	1	1	3	2.48543	0.02793	z 3I*		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
40	1	1	3	2.48052	0.01236	t 3D*		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
40	1	1	3	2.45176	0.01851	x 3H*		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
40	1	1	3	2.40360	0.03817	v 3G*		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
40	1	1	3	2.38430	0.06538	s 3F*		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
40	1	0	3	3.36516	0.05388	e 3F	4F	LS	6	6	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	parent-matched	usable	single-n	yes
40	1	1	3	2.31141	0.01466	s 3D*		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
40	1	1	3	2.26087	0.05692	r 3F*		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
40	1	1	3	3.15667	0.08134	u 3G*		LS	6	6	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
40	1	2	5	2.03205	0.25613	e 5H	4F	LS	5	5	4	53507.832	Zr_II_(4d2.5s_4F<3/2>)	parent-matched	usable	single-n	no
40	1	1	3	2.04108	0.15132	t 3P*		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
40	1	0	5	3.05564	0.04829	f 5F	4F	LS	6	6	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	parent-matched	usable	single-n	no
40	1	2	5	2.01654	0.15749	e 5G	4F	LS	5	5	5	53507.832	Zr_II_(4d2.5s_4F<3/2>)	parent-matched	usable	single-n	no
40	1	1	3	2.87478	0.26634	t 3G*		LS	6	6	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
40	1	1	3	1.85211	0.07255	q 3D*		LS	5	5	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
40	1	1	3	2.72633	0.08758	q 3F*		LS	6	6	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
40	1	1	3	2.27773	0.07128	p 3D*		LS	6	6	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
40	1	1	5	1.00229	0.57332	f 5G		LS	5	5	5	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	no
40	1	1	3	2.48124	0.41266	o 3D*		LS	7	7	3	53507.832	Zr_II_(4d2.5s_4F<3/2>)	no parent — fallback	usable	single-n	yes
