sg	system	bravais	pg_order	k	star	little_order	m	nontrivial_multiplier	n_smallreps	dims	max_dim	sticking
148	trigonal	hR	6	0/1,0/1,0/1	1	6	1	0	6	1+1+1+1+1+1	1	0
148	trigonal	hR	6	0/1,0/1,1/2	1	6	1	0	6	1+1+1+1+1+1	1	0
148	trigonal	hR	6	1/2,0/1,1/2	3	2	1	0	2	1+1	1	0
148	trigonal	hR	6	1/2,1/2,0/1	3	2	1	0	2	1+1	1	0
149	trigonal	hP	6	0/1,0/1,0/1	1	6	1	0	3	1+1+2	2	0
149	trigonal	hP	6	0/1,0/1,1/2	1	6	1	0	3	1+1+2	2	0
150	trigonal	hP	6	0/1,0/1,0/1	1	6	1	0	3	1+1+2	2	0
150	trigonal	hP	6	0/1,0/1,1/2	1	6	1	0	3	1+1+2	2	0
150	trigonal	hP	6	1/3,1/3,0/1	1	6	1	0	3	1+1+2	2	0
150	trigonal	hP	6	1/3,1/3,1/2	1	6	1	0	3	1+1+2	2	0
150	trigonal	hP	6	2/3,2/3,0/1	1	6	1	0	3	1+1+2	2	0
150	trigonal	hP	6	2/3,2/3,1/2	1	6	1	0	3	1+1+2	2	0
151	trigonal	hP	6	0/1,0/1,0/1	1	6	1	0	3	1+1+2	2	0
151	trigonal	hP	6	0/1,0/1,1/2	1	6	3	0	3	1+1+2	2	0
152	trigonal	hP	6	0/1,0/1,0/1	1	6	1	0	3	1+1+2	2	0
152	trigonal	hP	6	0/1,0/1,1/2	1	6	3	0	3	1+1+2	2	0
152	trigonal	hP	6	1/3,1/3,0/1	1	6	1	0	3	1+1+2	2	0
152	trigonal	hP	6	1/3,1/3,1/2	1	6	3	0	3	1+1+2	2	0
152	trigonal	hP	6	2/3,2/3,0/1	1	6	1	0	3	1+1+2	2	0
152	trigonal	hP	6	2/3,2/3,1/2	1	6	3	0	3	1+1+2	2	0
153	trigonal	hP	6	0/1,0/1,0/1	1	6	1	0	3	1+1+2	2	0
153	trigonal	hP	6	0/1,0/1,1/2	1	6	3	0	3	1+1+2	2	0
154	trigonal	hP	6	0/1,0/1,0/1	1	6	1	0	3	1+1+2	2	0
154	trigonal	hP	6	0/1,0/1,1/2	1	6	3	0	3	1+1+2	2	0
154	trigonal	hP	6	1/3,1/3,0/1	1	6	1	0	3	1+1+2	2	0
154	trigonal	hP	6	1/3,1/3,1/2	1	6	3	0	3	1+1+2	2	0
154	trigonal	hP	6	2/3,2/3,0/1	1	6	1	0	3	1+1+2	2	0
154	trigonal	hP	6	2/3,2/3,1/2	1	6	3	0	3	1+1+2	2	0
155	trigonal	hR	6	0/1,0/1,0/1	1	6	1	0	3	1+1+2	2	0
155	trigonal	hR	6	0/1,0/1,1/2	1	6	1	0	3	1+1+2	2	0
162	trigonal	hP	12	0/1,0/1,0/1	1	12	1	0	6	1+1+1+1+2+2	2	0
162	trigonal	hP	12	0/1,0/1,1/2	1	12	1	0	6	1+1+1+1+2+2	2	0
162	trigonal	hP	12	1/2,0/1,1/2	3	4	1	0	4	1+1+1+1	1	0
162	trigonal	hP	12	1/2,1/2,0/1	3	4	1	0	4	1+1+1+1	1	0
163	trigonal	hP	12	0/1,0/1,0/1	1	12	1	0	6	1+1+1+1+2+2	2	0
163	trigonal	hP	12	0/1,0/1,1/2	1	12	2	1	3	2+2+2	2	1
163	trigonal	hP	12	1/2,0/1,1/2	3	4	2	1	1	2	2	1
163	trigonal	hP	12	1/2,1/2,0/1	3	4	1	0	4	1+1+1+1	1	0
164	trigonal	hP	12	0/1,0/1,0/1	1	12	1	0	6	1+1+1+1+2+2	2	0
164	trigonal	hP	12	0/1,0/1,1/2	1	12	1	0	6	1+1+1+1+2+2	2	0
164	trigonal	hP	12	1/3,1/3,0/1	2	6	1	0	3	1+1+2	2	0
164	trigonal	hP	12	1/3,1/3,1/2	2	6	1	0	3	1+1+2	2	0
164	trigonal	hP	12	1/2,0/1,1/2	3	4	1	0	4	1+1+1+1	1	0
164	trigonal	hP	12	1/2,1/2,0/1	3	4	1	0	4	1+1+1+1	1	0
165	trigonal	hP	12	0/1,0/1,0/1	1	12	1	0	6	1+1+1+1+2+2	2	0
165	trigonal	hP	12	0/1,0/1,1/2	1	12	2	1	3	2+2+2	2	1
165	trigonal	hP	12	1/3,1/3,0/1	2	6	1	0	3	1+1+2	2	0
165	trigonal	hP	12	1/3,1/3,1/2	2	6	2	0	3	1+1+2	2	0
165	trigonal	hP	12	1/2,0/1,1/2	3	4	2	1	1	2	2	1
165	trigonal	hP	12	1/2,1/2,0/1	3	4	1	0	4	1+1+1+1	1	0
166	trigonal	hR	12	0/1,0/1,0/1	1	12	1	0	6	1+1+1+1+2+2	2	0
166	trigonal	hR	12	0/1,0/1,1/2	1	12	1	0	6	1+1+1+1+2+2	2	0
166	trigonal	hR	12	1/2,0/1,1/2	3	4	1	0	4	1+1+1+1	1	0
166	trigonal	hR	12	1/2,1/2,0/1	3	4	1	0	4	1+1+1+1	1	0
167	trigonal	hR	12	0/1,0/1,0/1	1	12	1	0	6	1+1+1+1+2+2	2	0
167	trigonal	hR	12	0/1,0/1,1/2	1	12	2	1	3	2+2+2	2	1
167	trigonal	hR	12	1/2,0/1,1/2	3	4	2	1	1	2	2	1
167	trigonal	hR	12	1/2,1/2,0/1	3	4	1	0	4	1+1+1+1	1	0
174	hexagonal	hP	6	0/1,0/1,0/1	1	6	1	0	6	1+1+1+1+1+1	1	0
174	hexagonal	hP	6	0/1,0/1,1/2	1	6	1	0	6	1+1+1+1+1+1	1	0
174	hexagonal	hP	6	1/3,1/3,0/1	1	6	1	0	6	1+1+1+1+1+1	1	0
174	hexagonal	hP	6	1/3,1/3,1/2	1	6	1	0	6	1+1+1+1+1+1	1	0
174	hexagonal	hP	6	2/3,2/3,0/1	1	6	1	0	6	1+1+1+1+1+1	1	0
174	hexagonal	hP	6	2/3,2/3,1/2	1	6	1	0	6	1+1+1+1+1+1	1	0
175	hexagonal	hP	12	0/1,0/1,0/1	1	12	1	0	12	1+1+1+1+1+1+1+1+1+1+1+1	1	0
175	hexagonal	hP	12	0/1,0/1,1/2	1	12	1	0	12	1+1+1+1+1+1+1+1+1+1+1+1	1	0
175	hexagonal	hP	12	2/3,2/3,0/1	2	6	1	0	6	1+1+1+1+1+1	1	0
175	hexagonal	hP	12	2/3,2/3,1/2	2	6	1	0	6	1+1+1+1+1+1	1	0
175	hexagonal	hP	12	0/1,1/2,0/1	3	4	1	0	4	1+1+1+1	1	0
175	hexagonal	hP	12	0/1,1/2,1/2	3	4	1	0	4	1+1+1+1	1	0
176	hexagonal	hP	12	0/1,0/1,0/1	1	12	1	0	12	1+1+1+1+1+1+1+1+1+1+1+1	1	0
176	hexagonal	hP	12	0/1,0/1,1/2	1	12	2	1	3	2+2+2	2	1
176	hexagonal	hP	12	2/3,2/3,0/1	2	6	1	0	6	1+1+1+1+1+1	1	0
176	hexagonal	hP	12	2/3,2/3,1/2	2	6	2	0	6	1+1+1+1+1+1	1	0
176	hexagonal	hP	12	0/1,1/2,0/1	3	4	1	0	4	1+1+1+1	1	0
176	hexagonal	hP	12	0/1,1/2,1/2	3	4	2	1	1	2	2	1
177	hexagonal	hP	12	0/1,0/1,0/1	1	12	1	0	6	1+1+1+1+2+2	2	0
177	hexagonal	hP	12	0/1,0/1,1/2	1	12	1	0	6	1+1+1+1+2+2	2	0
177	hexagonal	hP	12	1/3,1/3,0/1	2	6	1	0	3	1+1+2	2	0
177	hexagonal	hP	12	1/3,1/3,1/2	2	6	1	0	3	1+1+2	2	0
177	hexagonal	hP	12	1/2,0/1,0/1	3	4	1	0	4	1+1+1+1	1	0
177	hexagonal	hP	12	1/2,1/2,1/2	3	4	1	0	4	1+1+1+1	1	0
178	hexagonal	hP	12	0/1,0/1,0/1	1	12	1	0	6	1+1+1+1+2+2	2	0
178	hexagonal	hP	12	0/1,0/1,1/2	1	12	6	1	3	2+2+2	2	1
178	hexagonal	hP	12	1/3,1/3,0/1	2	6	1	0	3	1+1+2	2	0
178	hexagonal	hP	12	1/3,1/3,1/2	2	6	3	0	3	1+1+2	2	0
178	hexagonal	hP	12	1/2,0/1,0/1	3	4	1	0	4	1+1+1+1	1	0
178	hexagonal	hP	12	1/2,1/2,1/2	3	4	6	1	1	2	2	1
179	hexagonal	hP	12	0/1,0/1,0/1	1	12	1	0	6	1+1+1+1+2+2	2	0
179	hexagonal	hP	12	0/1,0/1,1/2	1	12	6	1	3	2+2+2	2	1
179	hexagonal	hP	12	1/3,1/3,0/1	2	6	1	0	3	1+1+2	2	0
179	hexagonal	hP	12	1/3,1/3,1/2	2	6	3	0	3	1+1+2	2	0
179	hexagonal	hP	12	1/2,0/1,0/1	3	4	1	0	4	1+1+1+1	1	0
179	hexagonal	hP	12	1/2,1/2,1/2	3	4	6	1	1	2	2	1
180	hexagonal	hP	12	0/1,0/1,0/1	1	12	1	0	6	1+1+1+1+2+2	2	0
180	hexagonal	hP	12	0/1,0/1,1/2	1	12	3	0	6	1+1+1+1+2+2	2	0
180	hexagonal	hP	12	1/3,1/3,0/1	2	6	1	0	3	1+1+2	2	0
180	hexagonal	hP	12	1/3,1/3,1/2	2	6	3	0	3	1+1+2	2	0
180	hexagonal	hP	12	1/2,0/1,0/1	3	4	1	0	4	1+1+1+1	1	0
180	hexagonal	hP	12	1/2,1/2,1/2	3	4	3	0	4	1+1+1+1	1	0
181	hexagonal	hP	12	0/1,0/1,0/1	1	12	1	0	6	1+1+1+1+2+2	2	0
181	hexagonal	hP	12	0/1,0/1,1/2	1	12	3	0	6	1+1+1+1+2+2	2	0
181	hexagonal	hP	12	1/3,1/3,0/1	2	6	1	0	3	1+1+2	2	0
181	hexagonal	hP	12	1/3,1/3,1/2	2	6	3	0	3	1+1+2	2	0
181	hexagonal	hP	12	1/2,0/1,0/1	3	4	1	0	4	1+1+1+1	1	0
181	hexagonal	hP	12	1/2,1/2,1/2	3	4	3	0	4	1+1+1+1	1	0
182	hexagonal	hP	12	0/1,0/1,0/1	1	12	1	0	6	1+1+1+1+2+2	2	0
182	hexagonal	hP	12	0/1,0/1,1/2	1	12	2	1	3	2+2+2	2	1
182	hexagonal	hP	12	1/3,1/3,0/1	2	6	1	0	3	1+1+2	2	0
182	hexagonal	hP	12	1/3,1/3,1/2	2	6	1	0	3	1+1+2	2	0
182	hexagonal	hP	12	1/2,0/1,0/1	3	4	1	0	4	1+1+1+1	1	0
182	hexagonal	hP	12	1/2,1/2,1/2	3	4	2	1	1	2	2	1
187	hexagonal	hP	12	0/1,0/1,0/1	1	12	1	0	6	1+1+1+1+2+2	2	0
187	hexagonal	hP	12	0/1,0/1,1/2	1	12	1	0	6	1+1+1+1+2+2	2	0
187	hexagonal	hP	12	1/3,1/3,0/1	2	6	1	0	6	1+1+1+1+1+1	1	0
187	hexagonal	hP	12	1/3,1/3,1/2	2	6	1	0	6	1+1+1+1+1+1	1	0
188	hexagonal	hP	12	0/1,0/1,0/1	1	12	1	0	6	1+1+1+1+2+2	2	0
188	hexagonal	hP	12	0/1,0/1,1/2	1	12	2	1	3	2+2+2	2	1
188	hexagonal	hP	12	1/3,1/3,0/1	2	6	1	0	6	1+1+1+1+1+1	1	0
188	hexagonal	hP	12	1/3,1/3,1/2	2	6	2	0	6	1+1+1+1+1+1	1	0
189	hexagonal	hP	12	0/1,0/1,0/1	1	12	1	0	6	1+1+1+1+2+2	2	0
189	hexagonal	hP	12	0/1,0/1,1/2	1	12	1	0	6	1+1+1+1+2+2	2	0
189	hexagonal	hP	12	1/3,1/3,0/1	1	12	1	0	6	1+1+1+1+2+2	2	0
189	hexagonal	hP	12	1/3,1/3,1/2	1	12	1	0	6	1+1+1+1+2+2	2	0
189	hexagonal	hP	12	2/3,2/3,0/1	1	12	1	0	6	1+1+1+1+2+2	2	0
189	hexagonal	hP	12	2/3,2/3,1/2	1	12	1	0	6	1+1+1+1+2+2	2	0
190	hexagonal	hP	12	0/1,0/1,0/1	1	12	1	0	6	1+1+1+1+2+2	2	0
190	hexagonal	hP	12	0/1,0/1,1/2	1	12	2	1	3	2+2+2	2	1
190	hexagonal	hP	12	1/3,1/3,0/1	1	12	1	0	6	1+1+1+1+2+2	2	0
190	hexagonal	hP	12	1/3,1/3,1/2	1	12	2	1	3	2+2+2	2	1
190	hexagonal	hP	12	2/3,2/3,0/1	1	12	1	0	6	1+1+1+1+2+2	2	0
190	hexagonal	hP	12	2/3,2/3,1/2	1	12	2	1	3	2+2+2	2	1
191	hexagonal	hP	24	0/1,0/1,0/1	1	24	1	0	12	1+1+1+1+1+1+1+1+2+2+2+2	2	0
191	hexagonal	hP	24	0/1,0/1,1/2	1	24	1	0	12	1+1+1+1+1+1+1+1+2+2+2+2	2	0
191	hexagonal	hP	24	2/3,2/3,0/1	2	12	1	0	6	1+1+1+1+2+2	2	0
191	hexagonal	hP	24	2/3,2/3,1/2	2	12	1	0	6	1+1+1+1+2+2	2	0
191	hexagonal	hP	24	0/1,1/2,0/1	3	8	1	0	8	1+1+1+1+1+1+1+1	1	0
191	hexagonal	hP	24	0/1,1/2,1/2	3	8	1	0	8	1+1+1+1+1+1+1+1	1	0
192	hexagonal	hP	24	0/1,0/1,0/1	1	24	1	0	12	1+1+1+1+1+1+1+1+2+2+2+2	2	0
192	hexagonal	hP	24	0/1,0/1,1/2	1	24	2	1	6	2+2+2+2+2+2	2	1
192	hexagonal	hP	24	2/3,2/3,0/1	2	12	1	0	6	1+1+1+1+2+2	2	0
192	hexagonal	hP	24	2/3,2/3,1/2	2	12	2	1	3	2+2+2	2	1
192	hexagonal	hP	24	0/1,1/2,0/1	3	8	1	0	8	1+1+1+1+1+1+1+1	1	0
192	hexagonal	hP	24	0/1,1/2,1/2	3	8	2	1	2	2+2	2	1
193	hexagonal	hP	24	0/1,0/1,0/1	1	24	1	0	12	1+1+1+1+1+1+1+1+2+2+2+2	2	0
193	hexagonal	hP	24	0/1,0/1,1/2	1	24	2	1	3	2+2+4	4	1
193	hexagonal	hP	24	2/3,2/3,0/1	2	12	1	0	6	1+1+1+1+2+2	2	0
193	hexagonal	hP	24	2/3,2/3,1/2	2	12	2	0	6	1+1+1+1+2+2	2	0
193	hexagonal	hP	24	0/1,1/2,0/1	3	8	1	0	8	1+1+1+1+1+1+1+1	1	0
193	hexagonal	hP	24	0/1,1/2,1/2	3	8	2	1	2	2+2	2	1
194	hexagonal	hP	24	0/1,0/1,0/1	1	24	1	0	12	1+1+1+1+1+1+1+1+2+2+2+2	2	0
194	hexagonal	hP	24	0/1,0/1,1/2	1	24	2	1	3	2+2+4	4	1
194	hexagonal	hP	24	2/3,2/3,0/1	2	12	1	0	6	1+1+1+1+2+2	2	0
194	hexagonal	hP	24	2/3,2/3,1/2	2	12	2	1	3	2+2+2	2	1
194	hexagonal	hP	24	0/1,1/2,0/1	3	8	1	0	8	1+1+1+1+1+1+1+1	1	0
194	hexagonal	hP	24	0/1,1/2,1/2	3	8	2	1	2	2+2	2	1
195	cubic	cP	12	0/1,0/1,0/1	1	12	1	0	4	1+1+1+3	3	0
195	cubic	cP	12	1/2,1/2,1/2	1	12	1	0	4	1+1+1+3	3	0
195	cubic	cP	12	0/1,0/1,1/2	3	4	1	0	4	1+1+1+1	1	0
195	cubic	cP	12	1/2,0/1,1/2	3	4	1	0	4	1+1+1+1	1	0
196	cubic	cF	12	0/1,0/1,0/1	1	12	1	0	4	1+1+1+3	3	0
196	cubic	cF	12	0/1,0/1,1/2	3	4	1	0	4	1+1+1+1	1	0
197	cubic	cI	12	0/1,0/1,0/1	1	12	1	0	4	1+1+1+3	3	0
197	cubic	cI	12	0/1,0/1,1/2	1	12	1	0	4	1+1+1+3	3	0
197	cubic	cI	12	1/2,0/1,1/4	1	12	1	0	4	1+1+1+3	3	0
197	cubic	cI	12	1/2,0/1,3/4	1	12	1	0	4	1+1+1+3	3	0
198	cubic	cP	12	0/1,0/1,0/1	1	12	1	0	4	1+1+1+3	3	0
198	cubic	cP	12	1/2,1/2,1/2	1	12	2	1	3	2+2+2	2	1
198	cubic	cP	12	0/1,0/1,1/2	3	4	2	1	1	2	2	1
198	cubic	cP	12	1/2,0/1,1/2	3	4	2	0	4	1+1+1+1	1	0
199	cubic	cI	12	0/1,0/1,0/1	1	12	1	0	4	1+1+1+3	3	0
199	cubic	cI	12	0/1,0/1,1/2	1	12	2	0	4	1+1+1+3	3	0
199	cubic	cI	12	1/2,0/1,1/4	1	12	2	1	3	2+2+2	2	1
199	cubic	cI	12	1/2,0/1,3/4	1	12	2	1	3	2+2+2	2	1
200	cubic	cP	24	0/1,0/1,0/1	1	24	1	0	8	1+1+1+1+1+1+3+3	3	0
200	cubic	cP	24	1/2,1/2,1/2	1	24	1	0	8	1+1+1+1+1+1+3+3	3	0
200	cubic	cP	24	0/1,0/1,1/2	3	8	1	0	8	1+1+1+1+1+1+1+1	1	0
200	cubic	cP	24	1/2,0/1,1/2	3	8	1	0	8	1+1+1+1+1+1+1+1	1	0
201	cubic	cP	24	0/1,0/1,0/1	1	24	1	0	8	1+1+1+1+1+1+3+3	3	0
201	cubic	cP	24	1/2,1/2,1/2	1	24	2	0	8	1+1+1+1+1+1+3+3	3	0
201	cubic	cP	24	0/1,0/1,1/2	3	8	2	1	2	2+2	2	1
201	cubic	cP	24	1/2,0/1,1/2	3	8	2	1	2	2+2	2	1
202	cubic	cF	24	0/1,0/1,0/1	1	24	1	0	8	1+1+1+1+1+1+3+3	3	0
202	cubic	cF	24	0/1,0/1,1/2	3	8	1	0	8	1+1+1+1+1+1+1+1	1	0
202	cubic	cF	24	1/2,0/1,1/2	4	6	1	0	6	1+1+1+1+1+1	1	0
203	cubic	cF	24	0/1,0/1,0/1	1	24	1	0	8	1+1+1+1+1+1+3+3	3	0
203	cubic	cF	24	0/1,0/1,1/2	3	8	2	1	2	2+2	2	1
203	cubic	cF	24	1/2,0/1,1/2	4	6	4	0	6	1+1+1+1+1+1	1	0
204	cubic	cI	24	0/1,0/1,0/1	1	24	1	0	8	1+1+1+1+1+1+3+3	3	0
204	cubic	cI	24	0/1,0/1,1/2	1	24	1	0	8	1+1+1+1+1+1+3+3	3	0
204	cubic	cI	24	1/2,0/1,3/4	2	12	1	0	4	1+1+1+3	3	0
204	cubic	cI	24	1/2,0/1,1/2	6	4	1	0	4	1+1+1+1	1	0
205	cubic	cP	24	0/1,0/1,0/1	1	24	1	0	8	1+1+1+1+1+1+3+3	3	0
205	cubic	cP	24	1/2,1/2,1/2	1	24	2	1	6	2+2+2+2+2+2	2	1
205	cubic	cP	24	0/1,0/1,1/2	3	8	2	1	2	2+2	2	1
205	cubic	cP	24	1/2,0/1,1/2	3	8	2	1	2	2+2	2	1
206	cubic	cI	24	0/1,0/1,0/1	1	24	1	0	8	1+1+1+1+1+1+3+3	3	0
206	cubic	cI	24	0/1,0/1,1/2	1	24	2	0	8	1+1+1+1+1+1+3+3	3	0
206	cubic	cI	24	1/2,0/1,3/4	2	12	2	1	3	2+2+2	2	1
206	cubic	cI	24	1/2,0/1,1/2	6	4	2	1	1	2	2	1
207	cubic	cP	24	0/1,0/1,0/1	1	24	1	0	5	1+1+2+3+3	3	0
207	cubic	cP	24	1/2,1/2,1/2	1	24	1	0	5	1+1+2+3+3	3	0
207	cubic	cP	24	1/2,0/1,0/1	3	8	1	0	5	1+1+1+1+2	2	0
207	cubic	cP	24	1/2,1/2,0/1	3	8	1	0	5	1+1+1+1+2	2	0
208	cubic	cP	24	0/1,0/1,0/1	1	24	1	0	5	1+1+2+3+3	3	0
208	cubic	cP	24	1/2,1/2,1/2	1	24	2	0	5	1+1+2+3+3	3	0
208	cubic	cP	24	1/2,0/1,0/1	3	8	2	0	5	1+1+1+1+2	2	0
208	cubic	cP	24	1/2,1/2,0/1	3	8	2	0	5	1+1+1+1+2	2	0
209	cubic	cF	24	0/1,0/1,0/1	1	24	1	0	5	1+1+2+3+3	3	0
209	cubic	cF	24	0/1,0/1,1/2	3	8	1	0	5	1+1+1+1+2	2	0
209	cubic	cF	24	1/2,0/1,0/1	4	6	1	0	3	1+1+2	2	0
209	cubic	cF	24	0/1,3/4,1/2	6	4	1	0	4	1+1+1+1	1	0
210	cubic	cF	24	0/1,0/1,0/1	1	24	1	0	5	1+1+2+3+3	3	0
210	cubic	cF	24	0/1,0/1,1/2	3	8	2	0	5	1+1+1+1+2	2	0
210	cubic	cF	24	1/2,0/1,0/1	4	6	4	0	3	1+1+2	2	0
210	cubic	cF	24	0/1,3/4,1/2	6	4	4	1	1	2	2	1
211	cubic	cI	24	0/1,0/1,0/1	1	24	1	0	5	1+1+2+3+3	3	0
211	cubic	cI	24	0/1,0/1,1/2	1	24	1	0	5	1+1+2+3+3	3	0
211	cubic	cI	24	1/2,0/1,3/4	2	12	1	0	4	1+1+1+3	3	0
211	cubic	cI	24	1/2,0/1,1/2	6	4	1	0	4	1+1+1+1	1	0
212	cubic	cP	24	0/1,0/1,0/1	1	24	1	0	5	1+1+2+3+3	3	0
212	cubic	cP	24	1/2,1/2,1/2	1	24	4	1	3	2+2+4	4	1
212	cubic	cP	24	1/2,0/1,0/1	3	8	4	1	2	2+2	2	1
212	cubic	cP	24	1/2,1/2,0/1	3	8	4	0	5	1+1+1+1+2	2	0
213	cubic	cP	24	0/1,0/1,0/1	1	24	1	0	5	1+1+2+3+3	3	0
213	cubic	cP	24	1/2,1/2,1/2	1	24	4	1	3	2+2+4	4	1
213	cubic	cP	24	1/2,0/1,0/1	3	8	4	1	2	2+2	2	1
213	cubic	cP	24	1/2,1/2,0/1	3	8	4	0	5	1+1+1+1+2	2	0
214	cubic	cI	24	0/1,0/1,0/1	1	24	1	0	5	1+1+2+3+3	3	0
214	cubic	cI	24	0/1,0/1,1/2	1	24	2	0	5	1+1+2+3+3	3	0
214	cubic	cI	24	1/2,0/1,3/4	2	12	2	1	3	2+2+2	2	1
214	cubic	cI	24	1/2,0/1,1/2	6	4	2	0	4	1+1+1+1	1	0
215	cubic	cP	24	0/1,0/1,0/1	1	24	1	0	5	1+1+2+3+3	3	0
215	cubic	cP	24	1/2,1/2,1/2	1	24	1	0	5	1+1+2+3+3	3	0
215	cubic	cP	24	0/1,1/2,1/2	3	8	1	0	5	1+1+1+1+2	2	0
215	cubic	cP	24	1/2,0/1,0/1	3	8	1	0	5	1+1+1+1+2	2	0
216	cubic	cF	24	0/1,0/1,0/1	1	24	1	0	5	1+1+2+3+3	3	0
216	cubic	cF	24	0/1,0/1,1/2	3	8	1	0	5	1+1+1+1+2	2	0
216	cubic	cF	24	0/1,3/4,1/2	6	4	1	0	4	1+1+1+1	1	0
217	cubic	cI	24	0/1,0/1,0/1	1	24	1	0	5	1+1+2+3+3	3	0
217	cubic	cI	24	0/1,0/1,1/2	1	24	1	0	5	1+1+2+3+3	3	0
217	cubic	cI	24	1/2,0/1,1/4	1	24	1	0	5	1+1+2+3+3	3	0
217	cubic	cI	24	1/2,0/1,3/4	1	24	1	0	5	1+1+2+3+3	3	0
218	cubic	cP	24	0/1,0/1,0/1	1	24	1	0	5	1+1+2+3+3	3	0
218	cubic	cP	24	1/2,1/2,1/2	1	24	1	0	5	1+1+2+3+3	3	0
218	cubic	cP	24	0/1,1/2,1/2	3	8	2	0	5	1+1+1+1+2	2	0
218	cubic	cP	24	1/2,0/1,0/1	3	8	2	0	5	1+1+1+1+2	2	0
219	cubic	cF	24	0/1,0/1,0/1	1	24	1	0	5	1+1+2+3+3	3	0
219	cubic	cF	24	0/1,0/1,1/2	3	8	1	0	5	1+1+1+1+2	2	0
219	cubic	cF	24	0/1,3/4,1/2	6	4	2	0	4	1+1+1+1	1	0
220	cubic	cI	24	0/1,0/1,0/1	1	24	1	0	5	1+1+2+3+3	3	0
220	cubic	cI	24	0/1,0/1,1/2	1	24	2	0	5	1+1+2+3+3	3	0
220	cubic	cI	24	1/2,0/1,1/4	1	24	2	1	3	2+2+4	4	1
220	cubic	cI	24	1/2,0/1,3/4	1	24	2	1	3	2+2+4	4	1
221	cubic	cP	48	0/1,0/1,0/1	1	48	1	0	10	1+1+1+1+2+2+3+3+3+3	3	0
221	cubic	cP	48	1/2,1/2,1/2	1	48	1	0	10	1+1+1+1+2+2+3+3+3+3	3	0
221	cubic	cP	48	0/1,0/1,1/2	3	16	1	0	10	1+1+1+1+1+1+1+1+2+2	2	0
221	cubic	cP	48	1/2,0/1,1/2	3	16	1	0	10	1+1+1+1+1+1+1+1+2+2	2	0
222	cubic	cP	48	0/1,0/1,0/1	1	48	1	0	10	1+1+1+1+2+2+3+3+3+3	3	0
222	cubic	cP	48	1/2,1/2,1/2	1	48	2	1	4	2+2+2+6	6	1
222	cubic	cP	48	0/1,0/1,1/2	3	16	2	1	4	2+2+2+2	2	1
222	cubic	cP	48	1/2,0/1,1/2	3	16	2	1	4	2+2+2+2	2	1
223	cubic	cP	48	0/1,0/1,0/1	1	48	1	0	10	1+1+1+1+2+2+3+3+3+3	3	0
223	cubic	cP	48	1/2,1/2,1/2	1	48	2	1	4	2+2+2+6	6	1
223	cubic	cP	48	0/1,0/1,1/2	3	16	2	1	4	2+2+2+2	2	1
223	cubic	cP	48	1/2,0/1,1/2	3	16	2	0	10	1+1+1+1+1+1+1+1+2+2	2	0
224	cubic	cP	48	0/1,0/1,0/1	1	48	1	0	10	1+1+1+1+2+2+3+3+3+3	3	0
224	cubic	cP	48	1/2,1/2,1/2	1	48	2	0	10	1+1+1+1+2+2+3+3+3+3	3	0
224	cubic	cP	48	0/1,0/1,1/2	3	16	2	1	4	2+2+2+2	2	1
224	cubic	cP	48	1/2,0/1,1/2	3	16	2	1	4	2+2+2+2	2	1
225	cubic	cF	48	0/1,0/1,0/1	1	48	1	0	10	1+1+1+1+2+2+3+3+3+3	3	0
225	cubic	cF	48	0/1,0/1,1/2	3	16	1	0	10	1+1+1+1+1+1+1+1+2+2	2	0
225	cubic	cF	48	1/2,0/1,1/2	4	12	1	0	6	1+1+1+1+2+2	2	0
225	cubic	cF	48	0/1,3/4,1/2	6	8	1	0	5	1+1+1+1+2	2	0
226	cubic	cF	48	0/1,0/1,0/1	1	48	1	0	10	1+1+1+1+2+2+3+3+3+3	3	0
226	cubic	cF	48	0/1,0/1,1/2	3	16	1	0	10	1+1+1+1+1+1+1+1+2+2	2	0
226	cubic	cF	48	1/2,0/1,1/2	4	12	2	1	3	2+2+2	2	1
226	cubic	cF	48	0/1,3/4,1/2	6	8	2	0	5	1+1+1+1+2	2	0
227	cubic	cF	48	0/1,0/1,0/1	1	48	1	0	10	1+1+1+1+2+2+3+3+3+3	3	0
227	cubic	cF	48	0/1,0/1,1/2	3	16	2	1	4	2+2+2+2	2	1
227	cubic	cF	48	1/2,0/1,1/2	4	12	4	0	6	1+1+1+1+2+2	2	0
227	cubic	cF	48	0/1,3/4,1/2	6	8	4	1	2	2+2	2	1
228	cubic	cF	48	0/1,0/1,0/1	1	48	1	0	10	1+1+1+1+2+2+3+3+3+3	3	0
228	cubic	cF	48	0/1,0/1,1/2	3	16	2	1	4	2+2+2+2	2	1
228	cubic	cF	48	1/2,0/1,1/2	4	12	4	1	3	2+2+2	2	1
228	cubic	cF	48	0/1,3/4,1/2	6	8	4	1	2	2+2	2	1
229	cubic	cI	48	0/1,0/1,0/1	1	48	1	0	10	1+1+1+1+2+2+3+3+3+3	3	0
229	cubic	cI	48	0/1,0/1,1/2	1	48	1	0	10	1+1+1+1+2+2+3+3+3+3	3	0
229	cubic	cI	48	1/2,0/1,3/4	2	24	1	0	5	1+1+2+3+3	3	0
229	cubic	cI	48	1/2,0/1,1/2	6	8	1	0	8	1+1+1+1+1+1+1+1	1	0
230	cubic	cI	48	0/1,0/1,0/1	1	48	1	0	10	1+1+1+1+2+2+3+3+3+3	3	0
